model,location_key,sec_condition,sec_illumination,sec_weather,pixel_agreement_masked,conf_threshold
SegFormer-B2,11802146,Day-FOGGY,Day,FOGGY,0.9635476469993591,0.8
SegFormer-B2,11802146,Day-RAIN,Day,RAIN,0.9670573472976685,0.8
SegFormer-B2,11802146,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9811632633209229,0.8
SegFormer-B2,11802146,Sunset-FOGGY,Sunset,FOGGY,0.9401763081550598,0.8
SegFormer-B2,11802146,Sunset-RAIN,Sunset,RAIN,0.9815783500671387,0.8
SegFormer-B2,11802146,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9041301012039185,0.8
SegFormer-B2,11802146,Night-FOGGY,Night,FOGGY,0.6229641437530518,0.8
SegFormer-B2,11802146,Night-RAIN,Night,RAIN,0.7521829009056091,0.8
SegFormer-B2,1184775,Day-FOGGY,Day,FOGGY,0.9681123495101929,0.8
SegFormer-B2,1184775,Day-RAIN,Day,RAIN,0.9869341254234314,0.8
SegFormer-B2,1184775,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9852400422096252,0.8
SegFormer-B2,1184775,Sunset-FOGGY,Sunset,FOGGY,0.9564070105552673,0.8
SegFormer-B2,1184775,Sunset-RAIN,Sunset,RAIN,0.98264080286026,0.8
SegFormer-B2,1184775,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6131030321121216,0.8
SegFormer-B2,1184775,Night-FOGGY,Night,FOGGY,0.4829874336719513,0.8
SegFormer-B2,1184775,Night-RAIN,Night,RAIN,0.5973168015480042,0.8
SegFormer-B2,11921147,Day-FOGGY,Day,FOGGY,0.994659960269928,0.8
SegFormer-B2,11921147,Day-RAIN,Day,RAIN,0.9835847616195679,0.8
SegFormer-B2,11921147,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9882894158363342,0.8
SegFormer-B2,11921147,Sunset-FOGGY,Sunset,FOGGY,0.8027324080467224,0.8
SegFormer-B2,11921147,Sunset-RAIN,Sunset,RAIN,0.9815759658813477,0.8
SegFormer-B2,11921147,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9483036994934082,0.8
SegFormer-B2,11921147,Night-FOGGY,Night,FOGGY,0.6432662606239319,0.8
SegFormer-B2,11921147,Night-RAIN,Night,RAIN,0.6515591144561768,0.8
SegFormer-B2,119342,Day-FOGGY,Day,FOGGY,0.9857537150382996,0.8
SegFormer-B2,119342,Day-RAIN,Day,RAIN,0.9378500580787659,0.8
SegFormer-B2,119342,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9598538279533386,0.8
SegFormer-B2,119342,Sunset-FOGGY,Sunset,FOGGY,0.8472365140914917,0.8
SegFormer-B2,119342,Sunset-RAIN,Sunset,RAIN,0.9672020673751831,0.8
SegFormer-B2,119342,Night-EXTRASUNNY,Night,EXTRASUNNY,0.880160927772522,0.8
SegFormer-B2,119342,Night-FOGGY,Night,FOGGY,0.7316876649856567,0.8
SegFormer-B2,119342,Night-RAIN,Night,RAIN,0.8759884834289551,0.8
SegFormer-B2,1201777,Day-FOGGY,Day,FOGGY,0.9877628087997437,0.8
SegFormer-B2,1201777,Day-RAIN,Day,RAIN,0.9487249851226807,0.8
SegFormer-B2,1201777,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9742364287376404,0.8
SegFormer-B2,1201777,Sunset-FOGGY,Sunset,FOGGY,0.97425776720047,0.8
SegFormer-B2,1201777,Sunset-RAIN,Sunset,RAIN,0.9832205772399902,0.8
SegFormer-B2,1201777,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6733285188674927,0.8
SegFormer-B2,1201777,Night-FOGGY,Night,FOGGY,0.4704645872116089,0.8
SegFormer-B2,1201777,Night-RAIN,Night,RAIN,0.4746134579181671,0.8
SegFormer-B2,1297251,Day-FOGGY,Day,FOGGY,0.9457662105560303,0.8
SegFormer-B2,1297251,Day-RAIN,Day,RAIN,0.9616624116897583,0.8
SegFormer-B2,1297251,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9187576770782471,0.8
SegFormer-B2,1297251,Sunset-FOGGY,Sunset,FOGGY,0.8274503350257874,0.8
SegFormer-B2,1297251,Sunset-RAIN,Sunset,RAIN,0.9460374116897583,0.8
SegFormer-B2,1297251,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7770074605941772,0.8
SegFormer-B2,1297251,Night-FOGGY,Night,FOGGY,0.44534897804260254,0.8
SegFormer-B2,1297251,Night-RAIN,Night,RAIN,0.4624496400356293,0.8
SegFormer-B2,1314425,Day-FOGGY,Day,FOGGY,0.9401501417160034,0.8
SegFormer-B2,1314425,Day-RAIN,Day,RAIN,0.9099006056785583,0.8
SegFormer-B2,1314425,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9127205014228821,0.8
SegFormer-B2,1314425,Sunset-FOGGY,Sunset,FOGGY,0.872779130935669,0.8
SegFormer-B2,1314425,Sunset-RAIN,Sunset,RAIN,0.9207238554954529,0.8
SegFormer-B2,1314425,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6737480759620667,0.8
SegFormer-B2,1314425,Night-FOGGY,Night,FOGGY,0.6122553944587708,0.8
SegFormer-B2,1314425,Night-RAIN,Night,RAIN,0.6291904449462891,0.8
SegFormer-B2,13331910,Day-FOGGY,Day,FOGGY,0.9750221371650696,0.8
SegFormer-B2,13331910,Day-RAIN,Day,RAIN,0.9447250366210938,0.8
SegFormer-B2,13331910,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.929279625415802,0.8
SegFormer-B2,13331910,Sunset-FOGGY,Sunset,FOGGY,0.9405367970466614,0.8
SegFormer-B2,13331910,Sunset-RAIN,Sunset,RAIN,0.9658702611923218,0.8
SegFormer-B2,13331910,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9587815999984741,0.8
SegFormer-B2,13331910,Night-FOGGY,Night,FOGGY,0.8541735410690308,0.8
SegFormer-B2,13331910,Night-RAIN,Night,RAIN,0.7702875733375549,0.8
SegFormer-B2,13551916,Day-FOGGY,Day,FOGGY,0.9906755089759827,0.8
SegFormer-B2,13551916,Day-RAIN,Day,RAIN,0.9848917126655579,0.8
SegFormer-B2,13551916,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9747889041900635,0.8
SegFormer-B2,13551916,Sunset-FOGGY,Sunset,FOGGY,0.9521582722663879,0.8
SegFormer-B2,13551916,Sunset-RAIN,Sunset,RAIN,0.986605167388916,0.8
SegFormer-B2,13551916,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8931624889373779,0.8
SegFormer-B2,13551916,Night-FOGGY,Night,FOGGY,0.7796216011047363,0.8
SegFormer-B2,13551916,Night-RAIN,Night,RAIN,0.7776651382446289,0.8
SegFormer-B2,140120,Day-FOGGY,Day,FOGGY,0.9920250177383423,0.8
SegFormer-B2,140120,Day-RAIN,Day,RAIN,0.9842446446418762,0.8
SegFormer-B2,140120,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9772391319274902,0.8
SegFormer-B2,140120,Sunset-FOGGY,Sunset,FOGGY,0.9715473651885986,0.8
SegFormer-B2,140120,Sunset-RAIN,Sunset,RAIN,0.9744924306869507,0.8
SegFormer-B2,140120,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7519317865371704,0.8
SegFormer-B2,140120,Night-FOGGY,Night,FOGGY,0.6794541478157043,0.8
SegFormer-B2,140120,Night-RAIN,Night,RAIN,0.6851180791854858,0.8
SegFormer-B2,14450,Day-FOGGY,Day,FOGGY,0.972970187664032,0.8
SegFormer-B2,14450,Day-RAIN,Day,RAIN,0.9633576273918152,0.8
SegFormer-B2,14450,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8117856383323669,0.8
SegFormer-B2,14450,Sunset-FOGGY,Sunset,FOGGY,0.7764698266983032,0.8
SegFormer-B2,14450,Sunset-RAIN,Sunset,RAIN,0.8792140483856201,0.8
SegFormer-B2,14450,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8340726494789124,0.8
SegFormer-B2,14450,Night-FOGGY,Night,FOGGY,0.7377455830574036,0.8
SegFormer-B2,14450,Night-RAIN,Night,RAIN,0.8395357131958008,0.8
SegFormer-B2,1481258,Day-FOGGY,Day,FOGGY,0.9695426821708679,0.8
SegFormer-B2,1481258,Day-RAIN,Day,RAIN,0.970636248588562,0.8
SegFormer-B2,1481258,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.973828911781311,0.8
SegFormer-B2,1481258,Sunset-FOGGY,Sunset,FOGGY,0.9225692749023438,0.8
SegFormer-B2,1481258,Sunset-RAIN,Sunset,RAIN,0.9803564548492432,0.8
SegFormer-B2,1481258,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7640954256057739,0.8
SegFormer-B2,1481258,Night-FOGGY,Night,FOGGY,0.48881635069847107,0.8
SegFormer-B2,1481258,Night-RAIN,Night,RAIN,0.5701794624328613,0.8
SegFormer-B2,153373,Day-FOGGY,Day,FOGGY,0.8673336505889893,0.8
SegFormer-B2,153373,Day-RAIN,Day,RAIN,0.9318981170654297,0.8
SegFormer-B2,153373,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9437689185142517,0.8
SegFormer-B2,153373,Sunset-FOGGY,Sunset,FOGGY,0.8615878224372864,0.8
SegFormer-B2,153373,Sunset-RAIN,Sunset,RAIN,0.9208833575248718,0.8
SegFormer-B2,153373,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8577913641929626,0.8
SegFormer-B2,153373,Night-FOGGY,Night,FOGGY,0.8510518074035645,0.8
SegFormer-B2,153373,Night-RAIN,Night,RAIN,0.8262588381767273,0.8
SegFormer-B2,1541895,Day-FOGGY,Day,FOGGY,0.9798703193664551,0.8
SegFormer-B2,1541895,Day-RAIN,Day,RAIN,0.9862284064292908,0.8
SegFormer-B2,1541895,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9812405109405518,0.8
SegFormer-B2,1541895,Sunset-FOGGY,Sunset,FOGGY,0.9628528356552124,0.8
SegFormer-B2,1541895,Sunset-RAIN,Sunset,RAIN,0.9817655682563782,0.8
SegFormer-B2,1541895,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9406372904777527,0.8
SegFormer-B2,1541895,Night-FOGGY,Night,FOGGY,0.5544689893722534,0.8
SegFormer-B2,1541895,Night-RAIN,Night,RAIN,0.5850810408592224,0.8
SegFormer-B2,1581031,Day-FOGGY,Day,FOGGY,0.9929879307746887,0.8
SegFormer-B2,1581031,Day-RAIN,Day,RAIN,0.9588392376899719,0.8
SegFormer-B2,1581031,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9736294150352478,0.8
SegFormer-B2,1581031,Sunset-FOGGY,Sunset,FOGGY,0.9662545919418335,0.8
SegFormer-B2,1581031,Sunset-RAIN,Sunset,RAIN,0.9636414051055908,0.8
SegFormer-B2,1581031,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9346969723701477,0.8
SegFormer-B2,1581031,Night-FOGGY,Night,FOGGY,0.9102784395217896,0.8
SegFormer-B2,1581031,Night-RAIN,Night,RAIN,0.9272416830062866,0.8
SegFormer-B2,159401,Day-FOGGY,Day,FOGGY,0.938595175743103,0.8
SegFormer-B2,159401,Day-RAIN,Day,RAIN,0.9212311506271362,0.8
SegFormer-B2,159401,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9700314998626709,0.8
SegFormer-B2,159401,Sunset-FOGGY,Sunset,FOGGY,0.9718559384346008,0.8
SegFormer-B2,159401,Sunset-RAIN,Sunset,RAIN,0.9662472009658813,0.8
SegFormer-B2,159401,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9190795421600342,0.8
SegFormer-B2,159401,Night-FOGGY,Night,FOGGY,0.638440728187561,0.8
SegFormer-B2,159401,Night-RAIN,Night,RAIN,0.8941538333892822,0.8
SegFormer-B2,182335,Day-FOGGY,Day,FOGGY,0.9826936721801758,0.8
SegFormer-B2,182335,Day-RAIN,Day,RAIN,0.970481276512146,0.8
SegFormer-B2,182335,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9793285131454468,0.8
SegFormer-B2,182335,Sunset-FOGGY,Sunset,FOGGY,0.9421162009239197,0.8
SegFormer-B2,182335,Sunset-RAIN,Sunset,RAIN,0.9683104157447815,0.8
SegFormer-B2,182335,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8237016201019287,0.8
SegFormer-B2,182335,Night-FOGGY,Night,FOGGY,0.8464717864990234,0.8
SegFormer-B2,182335,Night-RAIN,Night,RAIN,0.8261102437973022,0.8
SegFormer-B2,187713,Day-FOGGY,Day,FOGGY,0.9931823015213013,0.8
SegFormer-B2,187713,Day-RAIN,Day,RAIN,0.9803253412246704,0.8
SegFormer-B2,187713,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9853842854499817,0.8
SegFormer-B2,187713,Sunset-FOGGY,Sunset,FOGGY,0.9575697779655457,0.8
SegFormer-B2,187713,Sunset-RAIN,Sunset,RAIN,0.987036406993866,0.8
SegFormer-B2,187713,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8916836977005005,0.8
SegFormer-B2,187713,Night-FOGGY,Night,FOGGY,0.9552879333496094,0.8
SegFormer-B2,187713,Night-RAIN,Night,RAIN,0.8036777377128601,0.8
SegFormer-B2,19188,Day-FOGGY,Day,FOGGY,0.9958202838897705,0.8
SegFormer-B2,19188,Day-RAIN,Day,RAIN,0.9734861850738525,0.8
SegFormer-B2,19188,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9817006587982178,0.8
SegFormer-B2,19188,Sunset-FOGGY,Sunset,FOGGY,0.9755423665046692,0.8
SegFormer-B2,19188,Sunset-RAIN,Sunset,RAIN,0.9704614281654358,0.8
SegFormer-B2,19188,Night-EXTRASUNNY,Night,EXTRASUNNY,0.689953625202179,0.8
SegFormer-B2,19188,Night-FOGGY,Night,FOGGY,0.6678261160850525,0.8
SegFormer-B2,19188,Night-RAIN,Night,RAIN,0.6355312466621399,0.8
SegFormer-B2,196581,Day-FOGGY,Day,FOGGY,0.9705296158790588,0.8
SegFormer-B2,196581,Day-RAIN,Day,RAIN,0.9617117643356323,0.8
SegFormer-B2,196581,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9591697454452515,0.8
SegFormer-B2,196581,Sunset-FOGGY,Sunset,FOGGY,0.9178332090377808,0.8
SegFormer-B2,196581,Sunset-RAIN,Sunset,RAIN,0.970964252948761,0.8
SegFormer-B2,196581,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8895511627197266,0.8
SegFormer-B2,196581,Night-FOGGY,Night,FOGGY,0.639146625995636,0.8
SegFormer-B2,196581,Night-RAIN,Night,RAIN,0.8270096182823181,0.8
SegFormer-B2,2041817,Day-FOGGY,Day,FOGGY,0.9525420665740967,0.8
SegFormer-B2,2041817,Day-RAIN,Day,RAIN,0.9199483394622803,0.8
SegFormer-B2,2041817,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9598150253295898,0.8
SegFormer-B2,2041817,Sunset-FOGGY,Sunset,FOGGY,0.8700118660926819,0.8
SegFormer-B2,2041817,Sunset-RAIN,Sunset,RAIN,0.8911861777305603,0.8
SegFormer-B2,2041817,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6917537450790405,0.8
SegFormer-B2,2041817,Night-FOGGY,Night,FOGGY,0.4586790204048157,0.8
SegFormer-B2,2041817,Night-RAIN,Night,RAIN,0.4729486405849457,0.8
SegFormer-B2,21692,Day-FOGGY,Day,FOGGY,0.9017481803894043,0.8
SegFormer-B2,21692,Day-RAIN,Day,RAIN,0.964242160320282,0.8
SegFormer-B2,21692,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.961609959602356,0.8
SegFormer-B2,21692,Sunset-FOGGY,Sunset,FOGGY,0.855802059173584,0.8
SegFormer-B2,21692,Sunset-RAIN,Sunset,RAIN,0.9312065243721008,0.8
SegFormer-B2,21692,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9597727656364441,0.8
SegFormer-B2,21692,Night-FOGGY,Night,FOGGY,0.9598537683486938,0.8
SegFormer-B2,21692,Night-RAIN,Night,RAIN,0.976492166519165,0.8
SegFormer-B2,2231013,Day-FOGGY,Day,FOGGY,0.9452800750732422,0.8
SegFormer-B2,2231013,Day-RAIN,Day,RAIN,0.9724025130271912,0.8
SegFormer-B2,2231013,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9362580180168152,0.8
SegFormer-B2,2231013,Sunset-FOGGY,Sunset,FOGGY,0.9142464399337769,0.8
SegFormer-B2,2231013,Sunset-RAIN,Sunset,RAIN,0.9615151286125183,0.8
SegFormer-B2,2231013,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6529788970947266,0.8
SegFormer-B2,2231013,Night-FOGGY,Night,FOGGY,0.6479522585868835,0.8
SegFormer-B2,2231013,Night-RAIN,Night,RAIN,0.6583373546600342,0.8
SegFormer-B2,223195,Day-FOGGY,Day,FOGGY,0.9522637128829956,0.8
SegFormer-B2,223195,Day-RAIN,Day,RAIN,0.9901012778282166,0.8
SegFormer-B2,223195,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9881833791732788,0.8
SegFormer-B2,223195,Sunset-FOGGY,Sunset,FOGGY,0.9331464767456055,0.8
SegFormer-B2,223195,Sunset-RAIN,Sunset,RAIN,0.9742401838302612,0.8
SegFormer-B2,223195,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9485865831375122,0.8
SegFormer-B2,223195,Night-FOGGY,Night,FOGGY,0.8149406909942627,0.8
SegFormer-B2,223195,Night-RAIN,Night,RAIN,0.8630411624908447,0.8
SegFormer-B2,231037,Day-FOGGY,Day,FOGGY,0.9630534052848816,0.8
SegFormer-B2,231037,Day-RAIN,Day,RAIN,0.940048098564148,0.8
SegFormer-B2,231037,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9237077236175537,0.8
SegFormer-B2,231037,Sunset-FOGGY,Sunset,FOGGY,0.9187319874763489,0.8
SegFormer-B2,231037,Sunset-RAIN,Sunset,RAIN,0.9296540021896362,0.8
SegFormer-B2,231037,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9591889381408691,0.8
SegFormer-B2,231037,Night-FOGGY,Night,FOGGY,0.8774521946907043,0.8
SegFormer-B2,231037,Night-RAIN,Night,RAIN,0.8388688564300537,0.8
SegFormer-B2,2461888,Day-FOGGY,Day,FOGGY,0.9330192804336548,0.8
SegFormer-B2,2461888,Day-RAIN,Day,RAIN,0.8880985975265503,0.8
SegFormer-B2,2461888,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8658406138420105,0.8
SegFormer-B2,2461888,Sunset-FOGGY,Sunset,FOGGY,0.8911506533622742,0.8
SegFormer-B2,2461888,Sunset-RAIN,Sunset,RAIN,0.8901830911636353,0.8
SegFormer-B2,2461888,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6891286969184875,0.8
SegFormer-B2,2461888,Night-FOGGY,Night,FOGGY,0.4772554039955139,0.8
SegFormer-B2,2461888,Night-RAIN,Night,RAIN,0.5754453539848328,0.8
SegFormer-B2,2531844,Day-FOGGY,Day,FOGGY,0.9818951487541199,0.8
SegFormer-B2,2531844,Day-RAIN,Day,RAIN,0.9828473329544067,0.8
SegFormer-B2,2531844,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9931548833847046,0.8
SegFormer-B2,2531844,Sunset-FOGGY,Sunset,FOGGY,0.9723014235496521,0.8
SegFormer-B2,2531844,Sunset-RAIN,Sunset,RAIN,0.9883463382720947,0.8
SegFormer-B2,2531844,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6412554979324341,0.8
SegFormer-B2,2531844,Night-FOGGY,Night,FOGGY,0.48987236618995667,0.8
SegFormer-B2,2531844,Night-RAIN,Night,RAIN,0.703789234161377,0.8
SegFormer-B2,2711181,Day-FOGGY,Day,FOGGY,0.9863058924674988,0.8
SegFormer-B2,2711181,Day-RAIN,Day,RAIN,0.9443721175193787,0.8
SegFormer-B2,2711181,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9767617583274841,0.8
SegFormer-B2,2711181,Sunset-FOGGY,Sunset,FOGGY,0.9727252721786499,0.8
SegFormer-B2,2711181,Sunset-RAIN,Sunset,RAIN,0.936802864074707,0.8
SegFormer-B2,2711181,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9831494092941284,0.8
SegFormer-B2,2711181,Night-FOGGY,Night,FOGGY,0.9544703364372253,0.8
SegFormer-B2,2711181,Night-RAIN,Night,RAIN,0.9808638095855713,0.8
SegFormer-B2,288913,Day-FOGGY,Day,FOGGY,0.9692796468734741,0.8
SegFormer-B2,288913,Day-RAIN,Day,RAIN,0.9426339864730835,0.8
SegFormer-B2,288913,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9536269903182983,0.8
SegFormer-B2,288913,Sunset-FOGGY,Sunset,FOGGY,0.9140031337738037,0.8
SegFormer-B2,288913,Sunset-RAIN,Sunset,RAIN,0.9311352968215942,0.8
SegFormer-B2,288913,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8473085165023804,0.8
SegFormer-B2,288913,Night-FOGGY,Night,FOGGY,0.9323916435241699,0.8
SegFormer-B2,288913,Night-RAIN,Night,RAIN,0.8223787546157837,0.8
SegFormer-B2,302966,Day-FOGGY,Day,FOGGY,0.9835945963859558,0.8
SegFormer-B2,302966,Day-RAIN,Day,RAIN,0.9747698307037354,0.8
SegFormer-B2,302966,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9852575063705444,0.8
SegFormer-B2,302966,Sunset-FOGGY,Sunset,FOGGY,0.9790107607841492,0.8
SegFormer-B2,302966,Sunset-RAIN,Sunset,RAIN,0.979669451713562,0.8
SegFormer-B2,302966,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6237632036209106,0.8
SegFormer-B2,302966,Night-FOGGY,Night,FOGGY,0.607096791267395,0.8
SegFormer-B2,302966,Night-RAIN,Night,RAIN,0.7214736938476562,0.8
SegFormer-B2,320493,Day-FOGGY,Day,FOGGY,0.9710114002227783,0.8
SegFormer-B2,320493,Day-RAIN,Day,RAIN,0.8907865285873413,0.8
SegFormer-B2,320493,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9434122443199158,0.8
SegFormer-B2,320493,Sunset-FOGGY,Sunset,FOGGY,0.8662098050117493,0.8
SegFormer-B2,320493,Sunset-RAIN,Sunset,RAIN,0.8883588910102844,0.8
SegFormer-B2,320493,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8832825422286987,0.8
SegFormer-B2,320493,Night-FOGGY,Night,FOGGY,0.7885807752609253,0.8
SegFormer-B2,320493,Night-RAIN,Night,RAIN,0.8440304398536682,0.8
SegFormer-B2,365202,Day-FOGGY,Day,FOGGY,0.9971267580986023,0.8
SegFormer-B2,365202,Day-RAIN,Day,RAIN,0.971256673336029,0.8
SegFormer-B2,365202,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9767956137657166,0.8
SegFormer-B2,365202,Sunset-FOGGY,Sunset,FOGGY,0.9802448749542236,0.8
SegFormer-B2,365202,Sunset-RAIN,Sunset,RAIN,0.9855839610099792,0.8
SegFormer-B2,365202,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9600147604942322,0.8
SegFormer-B2,365202,Night-FOGGY,Night,FOGGY,0.7443119287490845,0.8
SegFormer-B2,365202,Night-RAIN,Night,RAIN,0.8524919152259827,0.8
SegFormer-B2,37573,Day-FOGGY,Day,FOGGY,0.9658915996551514,0.8
SegFormer-B2,37573,Day-RAIN,Day,RAIN,0.9525997042655945,0.8
SegFormer-B2,37573,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9581791758537292,0.8
SegFormer-B2,37573,Sunset-FOGGY,Sunset,FOGGY,0.9508951306343079,0.8
SegFormer-B2,37573,Sunset-RAIN,Sunset,RAIN,0.9410361647605896,0.8
SegFormer-B2,37573,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8106156587600708,0.8
SegFormer-B2,37573,Night-FOGGY,Night,FOGGY,0.8446664810180664,0.8
SegFormer-B2,37573,Night-RAIN,Night,RAIN,0.8201033473014832,0.8
SegFormer-B2,3761910,Day-FOGGY,Day,FOGGY,0.9946890473365784,0.8
SegFormer-B2,3761910,Day-RAIN,Day,RAIN,0.9415717720985413,0.8
SegFormer-B2,3761910,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9710295796394348,0.8
SegFormer-B2,3761910,Sunset-FOGGY,Sunset,FOGGY,0.7973129153251648,0.8
SegFormer-B2,3761910,Sunset-RAIN,Sunset,RAIN,0.9858688712120056,0.8
SegFormer-B2,3761910,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8942367434501648,0.8
SegFormer-B2,3761910,Night-FOGGY,Night,FOGGY,0.4901123344898224,0.8
SegFormer-B2,3761910,Night-RAIN,Night,RAIN,0.49449750781059265,0.8
SegFormer-B2,400776,Day-FOGGY,Day,FOGGY,0.9238210320472717,0.8
SegFormer-B2,400776,Day-RAIN,Day,RAIN,0.8783518075942993,0.8
SegFormer-B2,400776,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8711190819740295,0.8
SegFormer-B2,400776,Sunset-FOGGY,Sunset,FOGGY,0.803337574005127,0.8
SegFormer-B2,400776,Sunset-RAIN,Sunset,RAIN,0.9202903509140015,0.8
SegFormer-B2,400776,Night-EXTRASUNNY,Night,EXTRASUNNY,0.6460562348365784,0.8
SegFormer-B2,400776,Night-FOGGY,Night,FOGGY,0.5721336007118225,0.8
SegFormer-B2,400776,Night-RAIN,Night,RAIN,0.5739389657974243,0.8
SegFormer-B2,43427,Day-FOGGY,Day,FOGGY,0.9399487972259521,0.8
SegFormer-B2,43427,Day-RAIN,Day,RAIN,0.9694811105728149,0.8
SegFormer-B2,43427,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9449335336685181,0.8
SegFormer-B2,43427,Sunset-FOGGY,Sunset,FOGGY,0.9323543310165405,0.8
SegFormer-B2,43427,Sunset-RAIN,Sunset,RAIN,0.9371806979179382,0.8
SegFormer-B2,43427,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8051325678825378,0.8
SegFormer-B2,43427,Night-FOGGY,Night,FOGGY,0.7887784242630005,0.8
SegFormer-B2,43427,Night-RAIN,Night,RAIN,0.8206239342689514,0.8
SegFormer-B2,43428,Day-FOGGY,Day,FOGGY,0.9671517014503479,0.8
SegFormer-B2,43428,Day-RAIN,Day,RAIN,0.9939252734184265,0.8
SegFormer-B2,43428,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.989473283290863,0.8
SegFormer-B2,43428,Sunset-FOGGY,Sunset,FOGGY,0.8637555837631226,0.8
SegFormer-B2,43428,Sunset-RAIN,Sunset,RAIN,0.9793804883956909,0.8
SegFormer-B2,43428,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8531959056854248,0.8
SegFormer-B2,43428,Night-FOGGY,Night,FOGGY,0.8051235675811768,0.8
SegFormer-B2,43428,Night-RAIN,Night,RAIN,0.8157088756561279,0.8
SegFormer-B2,4361495,Day-FOGGY,Day,FOGGY,0.9948201775550842,0.8
SegFormer-B2,4361495,Day-RAIN,Day,RAIN,0.9788400530815125,0.8
SegFormer-B2,4361495,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.979133129119873,0.8
SegFormer-B2,4361495,Sunset-FOGGY,Sunset,FOGGY,0.9564714431762695,0.8
SegFormer-B2,4361495,Sunset-RAIN,Sunset,RAIN,0.9818868637084961,0.8
SegFormer-B2,4361495,Night-EXTRASUNNY,Night,EXTRASUNNY,0.646910548210144,0.8
