model,location_key,sec_condition,sec_illumination,sec_weather,pixel_agreement_masked,conf_threshold
Mask2Former-Swin-L,1169181,Sunset-FOGGY,Sunset,FOGGY,0.8958326578140259,0.8
Mask2Former-Swin-L,1169181,Sunset-RAIN,Sunset,RAIN,0.9692208766937256,0.8
Mask2Former-Swin-L,1169181,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9609706401824951,0.8
Mask2Former-Swin-L,1169181,Night-FOGGY,Night,FOGGY,0.945709228515625,0.8
Mask2Former-Swin-L,1169181,Night-RAIN,Night,RAIN,0.9155460596084595,0.8
Mask2Former-Swin-L,11721222,Day-FOGGY,Day,FOGGY,0.9919446110725403,0.8
Mask2Former-Swin-L,11721222,Day-RAIN,Day,RAIN,0.9907422065734863,0.8
Mask2Former-Swin-L,11721222,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9942991733551025,0.8
Mask2Former-Swin-L,11721222,Sunset-FOGGY,Sunset,FOGGY,0.9875239133834839,0.8
Mask2Former-Swin-L,11721222,Sunset-RAIN,Sunset,RAIN,0.9917263388633728,0.8
Mask2Former-Swin-L,11721222,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9582345485687256,0.8
Mask2Former-Swin-L,11721222,Night-FOGGY,Night,FOGGY,0.9426217079162598,0.8
Mask2Former-Swin-L,11721222,Night-RAIN,Night,RAIN,0.923150897026062,0.8
Mask2Former-Swin-L,11802146,Day-FOGGY,Day,FOGGY,0.9813733100891113,0.8
Mask2Former-Swin-L,11802146,Day-RAIN,Day,RAIN,0.9903139472007751,0.8
Mask2Former-Swin-L,11802146,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9728893041610718,0.8
Mask2Former-Swin-L,11802146,Sunset-FOGGY,Sunset,FOGGY,0.9676249623298645,0.8
Mask2Former-Swin-L,11802146,Sunset-RAIN,Sunset,RAIN,0.977457582950592,0.8
Mask2Former-Swin-L,11802146,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9764991402626038,0.8
Mask2Former-Swin-L,11802146,Night-FOGGY,Night,FOGGY,0.7997865676879883,0.8
Mask2Former-Swin-L,11802146,Night-RAIN,Night,RAIN,0.9781307578086853,0.8
Mask2Former-Swin-L,1184775,Day-FOGGY,Day,FOGGY,0.9677065014839172,0.8
Mask2Former-Swin-L,1184775,Day-RAIN,Day,RAIN,0.9790937900543213,0.8
Mask2Former-Swin-L,1184775,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.984492301940918,0.8
Mask2Former-Swin-L,1184775,Sunset-FOGGY,Sunset,FOGGY,0.9584386348724365,0.8
Mask2Former-Swin-L,1184775,Sunset-RAIN,Sunset,RAIN,0.9803548455238342,0.8
Mask2Former-Swin-L,1184775,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9392029047012329,0.8
Mask2Former-Swin-L,1184775,Night-FOGGY,Night,FOGGY,0.7674568891525269,0.8
Mask2Former-Swin-L,1184775,Night-RAIN,Night,RAIN,0.6068635582923889,0.8
Mask2Former-Swin-L,11921147,Day-FOGGY,Day,FOGGY,0.9944613575935364,0.8
Mask2Former-Swin-L,11921147,Day-RAIN,Day,RAIN,0.9959733486175537,0.8
Mask2Former-Swin-L,11921147,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9868770837783813,0.8
Mask2Former-Swin-L,11921147,Sunset-FOGGY,Sunset,FOGGY,0.973483681678772,0.8
Mask2Former-Swin-L,11921147,Sunset-RAIN,Sunset,RAIN,0.9934663772583008,0.8
Mask2Former-Swin-L,11921147,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9820941090583801,0.8
Mask2Former-Swin-L,11921147,Night-FOGGY,Night,FOGGY,0.9318013787269592,0.8
Mask2Former-Swin-L,11921147,Night-RAIN,Night,RAIN,0.8661498427391052,0.8
Mask2Former-Swin-L,119342,Day-FOGGY,Day,FOGGY,0.9968008399009705,0.8
Mask2Former-Swin-L,119342,Day-RAIN,Day,RAIN,0.9855507612228394,0.8
Mask2Former-Swin-L,119342,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9930940270423889,0.8
Mask2Former-Swin-L,119342,Sunset-FOGGY,Sunset,FOGGY,0.9918001890182495,0.8
Mask2Former-Swin-L,119342,Sunset-RAIN,Sunset,RAIN,0.9899981021881104,0.8
Mask2Former-Swin-L,119342,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9436874389648438,0.8
Mask2Former-Swin-L,119342,Night-FOGGY,Night,FOGGY,0.8319398760795593,0.8
Mask2Former-Swin-L,119342,Night-RAIN,Night,RAIN,0.9225413799285889,0.8
Mask2Former-Swin-L,1201777,Day-FOGGY,Day,FOGGY,0.9956536293029785,0.8
Mask2Former-Swin-L,1201777,Day-RAIN,Day,RAIN,0.9951126575469971,0.8
Mask2Former-Swin-L,1201777,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9978076815605164,0.8
Mask2Former-Swin-L,1201777,Sunset-FOGGY,Sunset,FOGGY,0.9856601357460022,0.8
Mask2Former-Swin-L,1201777,Sunset-RAIN,Sunset,RAIN,0.9903422594070435,0.8
Mask2Former-Swin-L,1201777,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9814903736114502,0.8
Mask2Former-Swin-L,1201777,Night-FOGGY,Night,FOGGY,0.9586837887763977,0.8
Mask2Former-Swin-L,1201777,Night-RAIN,Night,RAIN,0.9274915456771851,0.8
Mask2Former-Swin-L,1297251,Day-FOGGY,Day,FOGGY,0.9594724178314209,0.8
Mask2Former-Swin-L,1297251,Day-RAIN,Day,RAIN,0.97477787733078,0.8
Mask2Former-Swin-L,1297251,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9649718999862671,0.8
Mask2Former-Swin-L,1297251,Sunset-FOGGY,Sunset,FOGGY,0.942873477935791,0.8
Mask2Former-Swin-L,1297251,Sunset-RAIN,Sunset,RAIN,0.9747324585914612,0.8
Mask2Former-Swin-L,1297251,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9576129913330078,0.8
Mask2Former-Swin-L,1297251,Night-FOGGY,Night,FOGGY,0.9068716168403625,0.8
Mask2Former-Swin-L,1297251,Night-RAIN,Night,RAIN,0.9474636316299438,0.8
Mask2Former-Swin-L,1314425,Day-FOGGY,Day,FOGGY,0.9738765358924866,0.8
Mask2Former-Swin-L,1314425,Day-RAIN,Day,RAIN,0.9707896113395691,0.8
Mask2Former-Swin-L,1314425,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9731937646865845,0.8
Mask2Former-Swin-L,1314425,Sunset-FOGGY,Sunset,FOGGY,0.9428775906562805,0.8
Mask2Former-Swin-L,1314425,Sunset-RAIN,Sunset,RAIN,0.967431366443634,0.8
Mask2Former-Swin-L,1314425,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9317590594291687,0.8
Mask2Former-Swin-L,1314425,Night-FOGGY,Night,FOGGY,0.8683235049247742,0.8
Mask2Former-Swin-L,1314425,Night-RAIN,Night,RAIN,0.9353500008583069,0.8
Mask2Former-Swin-L,13331910,Day-FOGGY,Day,FOGGY,0.9804083704948425,0.8
Mask2Former-Swin-L,13331910,Day-RAIN,Day,RAIN,0.9890442490577698,0.8
Mask2Former-Swin-L,13331910,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9830276370048523,0.8
Mask2Former-Swin-L,13331910,Sunset-FOGGY,Sunset,FOGGY,0.970744788646698,0.8
Mask2Former-Swin-L,13331910,Sunset-RAIN,Sunset,RAIN,0.9873620271682739,0.8
Mask2Former-Swin-L,13331910,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9881706833839417,0.8
Mask2Former-Swin-L,13331910,Night-FOGGY,Night,FOGGY,0.9207391142845154,0.8
Mask2Former-Swin-L,13331910,Night-RAIN,Night,RAIN,0.9503017067909241,0.8
Mask2Former-Swin-L,13551916,Day-FOGGY,Day,FOGGY,0.9902306199073792,0.8
Mask2Former-Swin-L,13551916,Day-RAIN,Day,RAIN,0.992670476436615,0.8
Mask2Former-Swin-L,13551916,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9894179701805115,0.8
Mask2Former-Swin-L,13551916,Sunset-FOGGY,Sunset,FOGGY,0.9771466255187988,0.8
Mask2Former-Swin-L,13551916,Sunset-RAIN,Sunset,RAIN,0.984129011631012,0.8
Mask2Former-Swin-L,13551916,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9811208844184875,0.8
Mask2Former-Swin-L,13551916,Night-FOGGY,Night,FOGGY,0.9121061563491821,0.8
Mask2Former-Swin-L,13551916,Night-RAIN,Night,RAIN,0.971603274345398,0.8
Mask2Former-Swin-L,140120,Day-FOGGY,Day,FOGGY,0.9946311712265015,0.8
Mask2Former-Swin-L,140120,Day-RAIN,Day,RAIN,0.9841692447662354,0.8
Mask2Former-Swin-L,140120,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9891549348831177,0.8
Mask2Former-Swin-L,140120,Sunset-FOGGY,Sunset,FOGGY,0.9805812835693359,0.8
Mask2Former-Swin-L,140120,Sunset-RAIN,Sunset,RAIN,0.9814764261245728,0.8
Mask2Former-Swin-L,140120,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8985991477966309,0.8
Mask2Former-Swin-L,140120,Night-FOGGY,Night,FOGGY,0.7939814925193787,0.8
Mask2Former-Swin-L,140120,Night-RAIN,Night,RAIN,0.7979351282119751,0.8
Mask2Former-Swin-L,14450,Day-FOGGY,Day,FOGGY,0.9626359939575195,0.8
Mask2Former-Swin-L,14450,Day-RAIN,Day,RAIN,0.9456632733345032,0.8
Mask2Former-Swin-L,14450,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8499305248260498,0.8
Mask2Former-Swin-L,14450,Sunset-FOGGY,Sunset,FOGGY,0.967282772064209,0.8
Mask2Former-Swin-L,14450,Sunset-RAIN,Sunset,RAIN,0.9848546385765076,0.8
Mask2Former-Swin-L,14450,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9078307747840881,0.8
Mask2Former-Swin-L,14450,Night-FOGGY,Night,FOGGY,0.8105912208557129,0.8
Mask2Former-Swin-L,14450,Night-RAIN,Night,RAIN,0.8215366005897522,0.8
Mask2Former-Swin-L,1481258,Day-FOGGY,Day,FOGGY,0.9871671199798584,0.8
Mask2Former-Swin-L,1481258,Day-RAIN,Day,RAIN,0.9789354801177979,0.8
Mask2Former-Swin-L,1481258,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9933972358703613,0.8
Mask2Former-Swin-L,1481258,Sunset-FOGGY,Sunset,FOGGY,0.9710507392883301,0.8
Mask2Former-Swin-L,1481258,Sunset-RAIN,Sunset,RAIN,0.9692500829696655,0.8
Mask2Former-Swin-L,1481258,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9847065210342407,0.8
Mask2Former-Swin-L,1481258,Night-FOGGY,Night,FOGGY,0.9509903192520142,0.8
Mask2Former-Swin-L,1481258,Night-RAIN,Night,RAIN,0.8889915347099304,0.8
Mask2Former-Swin-L,153373,Day-FOGGY,Day,FOGGY,0.9716287851333618,0.8
Mask2Former-Swin-L,153373,Day-RAIN,Day,RAIN,0.9770539402961731,0.8
Mask2Former-Swin-L,153373,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9590734839439392,0.8
Mask2Former-Swin-L,153373,Sunset-FOGGY,Sunset,FOGGY,0.8759478330612183,0.8
Mask2Former-Swin-L,153373,Sunset-RAIN,Sunset,RAIN,0.95237797498703,0.8
Mask2Former-Swin-L,153373,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8815388083457947,0.8
Mask2Former-Swin-L,153373,Night-FOGGY,Night,FOGGY,0.8714485764503479,0.8
Mask2Former-Swin-L,153373,Night-RAIN,Night,RAIN,0.8754065632820129,0.8
Mask2Former-Swin-L,1541895,Day-FOGGY,Day,FOGGY,0.9907815456390381,0.8
Mask2Former-Swin-L,1541895,Day-RAIN,Day,RAIN,0.9934934377670288,0.8
Mask2Former-Swin-L,1541895,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9925760626792908,0.8
Mask2Former-Swin-L,1541895,Sunset-FOGGY,Sunset,FOGGY,0.9876189231872559,0.8
Mask2Former-Swin-L,1541895,Sunset-RAIN,Sunset,RAIN,0.9885899424552917,0.8
Mask2Former-Swin-L,1541895,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9800973534584045,0.8
Mask2Former-Swin-L,1541895,Night-FOGGY,Night,FOGGY,0.9231580495834351,0.8
Mask2Former-Swin-L,1541895,Night-RAIN,Night,RAIN,0.9810013175010681,0.8
Mask2Former-Swin-L,1581031,Day-FOGGY,Day,FOGGY,0.9799312353134155,0.8
Mask2Former-Swin-L,1581031,Day-RAIN,Day,RAIN,0.9948326945304871,0.8
Mask2Former-Swin-L,1581031,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9962551593780518,0.8
Mask2Former-Swin-L,1581031,Sunset-FOGGY,Sunset,FOGGY,0.9750805497169495,0.8
Mask2Former-Swin-L,1581031,Sunset-RAIN,Sunset,RAIN,0.9804871082305908,0.8
Mask2Former-Swin-L,1581031,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9446156620979309,0.8
Mask2Former-Swin-L,1581031,Night-FOGGY,Night,FOGGY,0.9320799112319946,0.8
Mask2Former-Swin-L,1581031,Night-RAIN,Night,RAIN,0.9395001530647278,0.8
Mask2Former-Swin-L,159401,Day-FOGGY,Day,FOGGY,0.9539054036140442,0.8
Mask2Former-Swin-L,159401,Day-RAIN,Day,RAIN,0.8987162113189697,0.8
Mask2Former-Swin-L,159401,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9421830773353577,0.8
Mask2Former-Swin-L,159401,Sunset-FOGGY,Sunset,FOGGY,0.9205452799797058,0.8
Mask2Former-Swin-L,159401,Sunset-RAIN,Sunset,RAIN,0.8805156350135803,0.8
Mask2Former-Swin-L,159401,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9363301396369934,0.8
Mask2Former-Swin-L,159401,Night-FOGGY,Night,FOGGY,0.8300693035125732,0.8
Mask2Former-Swin-L,159401,Night-RAIN,Night,RAIN,0.9275732636451721,0.8
Mask2Former-Swin-L,182335,Day-FOGGY,Day,FOGGY,0.9774684906005859,0.8
Mask2Former-Swin-L,182335,Day-RAIN,Day,RAIN,0.9884597659111023,0.8
Mask2Former-Swin-L,182335,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9840983748435974,0.8
Mask2Former-Swin-L,182335,Sunset-FOGGY,Sunset,FOGGY,0.89946448802948,0.8
Mask2Former-Swin-L,182335,Sunset-RAIN,Sunset,RAIN,0.9594018459320068,0.8
Mask2Former-Swin-L,182335,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9447105526924133,0.8
Mask2Former-Swin-L,182335,Night-FOGGY,Night,FOGGY,0.8290015459060669,0.8
Mask2Former-Swin-L,182335,Night-RAIN,Night,RAIN,0.8637849688529968,0.8
Mask2Former-Swin-L,187713,Day-FOGGY,Day,FOGGY,0.9937574863433838,0.8
Mask2Former-Swin-L,187713,Day-RAIN,Day,RAIN,0.9777820706367493,0.8
Mask2Former-Swin-L,187713,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9829009175300598,0.8
Mask2Former-Swin-L,187713,Sunset-FOGGY,Sunset,FOGGY,0.9701434373855591,0.8
Mask2Former-Swin-L,187713,Sunset-RAIN,Sunset,RAIN,0.9846078753471375,0.8
Mask2Former-Swin-L,187713,Night-EXTRASUNNY,Night,EXTRASUNNY,0.975439727306366,0.8
Mask2Former-Swin-L,187713,Night-FOGGY,Night,FOGGY,0.9462284445762634,0.8
Mask2Former-Swin-L,187713,Night-RAIN,Night,RAIN,0.9616872668266296,0.8
Mask2Former-Swin-L,19188,Day-FOGGY,Day,FOGGY,0.9899972081184387,0.8
Mask2Former-Swin-L,19188,Day-RAIN,Day,RAIN,0.9849166870117188,0.8
Mask2Former-Swin-L,19188,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9509108662605286,0.8
Mask2Former-Swin-L,19188,Sunset-FOGGY,Sunset,FOGGY,0.9781548380851746,0.8
Mask2Former-Swin-L,19188,Sunset-RAIN,Sunset,RAIN,0.9867919683456421,0.8
Mask2Former-Swin-L,19188,Night-EXTRASUNNY,Night,EXTRASUNNY,0.966418981552124,0.8
Mask2Former-Swin-L,19188,Night-FOGGY,Night,FOGGY,0.7573716640472412,0.8
Mask2Former-Swin-L,19188,Night-RAIN,Night,RAIN,0.7258183360099792,0.8
Mask2Former-Swin-L,196581,Day-FOGGY,Day,FOGGY,0.9725522398948669,0.8
Mask2Former-Swin-L,196581,Day-RAIN,Day,RAIN,0.9673361778259277,0.8
Mask2Former-Swin-L,196581,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8583095669746399,0.8
Mask2Former-Swin-L,196581,Sunset-FOGGY,Sunset,FOGGY,0.946324348449707,0.8
Mask2Former-Swin-L,196581,Sunset-RAIN,Sunset,RAIN,0.9681066870689392,0.8
Mask2Former-Swin-L,196581,Night-EXTRASUNNY,Night,EXTRASUNNY,0.8657321333885193,0.8
Mask2Former-Swin-L,196581,Night-FOGGY,Night,FOGGY,0.5566280484199524,0.8
Mask2Former-Swin-L,196581,Night-RAIN,Night,RAIN,0.8647482395172119,0.8
Mask2Former-Swin-L,2041817,Day-FOGGY,Day,FOGGY,0.8710952401161194,0.8
Mask2Former-Swin-L,2041817,Day-RAIN,Day,RAIN,0.9506414532661438,0.8
Mask2Former-Swin-L,2041817,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.8668933510780334,0.8
Mask2Former-Swin-L,2041817,Sunset-FOGGY,Sunset,FOGGY,0.8465638756752014,0.8
Mask2Former-Swin-L,2041817,Sunset-RAIN,Sunset,RAIN,0.8549719452857971,0.8
Mask2Former-Swin-L,2041817,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9769221544265747,0.8
Mask2Former-Swin-L,2041817,Night-FOGGY,Night,FOGGY,0.8534446954727173,0.8
Mask2Former-Swin-L,2041817,Night-RAIN,Night,RAIN,0.9107868671417236,0.8
Mask2Former-Swin-L,21692,Day-FOGGY,Day,FOGGY,0.994543194770813,0.8
Mask2Former-Swin-L,21692,Day-RAIN,Day,RAIN,0.9934397339820862,0.8
Mask2Former-Swin-L,21692,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9879406690597534,0.8
Mask2Former-Swin-L,21692,Sunset-FOGGY,Sunset,FOGGY,0.9904801249504089,0.8
Mask2Former-Swin-L,21692,Sunset-RAIN,Sunset,RAIN,0.9873904585838318,0.8
Mask2Former-Swin-L,21692,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9872536659240723,0.8
Mask2Former-Swin-L,21692,Night-FOGGY,Night,FOGGY,0.9818572998046875,0.8
Mask2Former-Swin-L,21692,Night-RAIN,Night,RAIN,0.9923000335693359,0.8
Mask2Former-Swin-L,2231013,Day-FOGGY,Day,FOGGY,0.9911401271820068,0.8
Mask2Former-Swin-L,2231013,Day-RAIN,Day,RAIN,0.9851694107055664,0.8
Mask2Former-Swin-L,2231013,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9868028163909912,0.8
Mask2Former-Swin-L,2231013,Sunset-FOGGY,Sunset,FOGGY,0.9688016176223755,0.8
Mask2Former-Swin-L,2231013,Sunset-RAIN,Sunset,RAIN,0.9755555391311646,0.8
Mask2Former-Swin-L,2231013,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9690123796463013,0.8
Mask2Former-Swin-L,2231013,Night-FOGGY,Night,FOGGY,0.7141392230987549,0.8
Mask2Former-Swin-L,2231013,Night-RAIN,Night,RAIN,0.6963210701942444,0.8
Mask2Former-Swin-L,223195,Day-FOGGY,Day,FOGGY,0.9922692775726318,0.8
Mask2Former-Swin-L,223195,Day-RAIN,Day,RAIN,0.9890750050544739,0.8
Mask2Former-Swin-L,223195,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9941913485527039,0.8
Mask2Former-Swin-L,223195,Sunset-FOGGY,Sunset,FOGGY,0.9691373705863953,0.8
Mask2Former-Swin-L,223195,Sunset-RAIN,Sunset,RAIN,0.9869794845581055,0.8
Mask2Former-Swin-L,223195,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9361429810523987,0.8
Mask2Former-Swin-L,223195,Night-FOGGY,Night,FOGGY,0.8488840460777283,0.8
Mask2Former-Swin-L,223195,Night-RAIN,Night,RAIN,0.8524149060249329,0.8
Mask2Former-Swin-L,231037,Day-FOGGY,Day,FOGGY,0.9839386343955994,0.8
Mask2Former-Swin-L,231037,Day-RAIN,Day,RAIN,0.9519025087356567,0.8
Mask2Former-Swin-L,231037,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9456830024719238,0.8
Mask2Former-Swin-L,231037,Sunset-FOGGY,Sunset,FOGGY,0.936062216758728,0.8
Mask2Former-Swin-L,231037,Sunset-RAIN,Sunset,RAIN,0.9436883926391602,0.8
Mask2Former-Swin-L,231037,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9433189034461975,0.8
Mask2Former-Swin-L,231037,Night-FOGGY,Night,FOGGY,0.9182724952697754,0.8
Mask2Former-Swin-L,231037,Night-RAIN,Night,RAIN,0.9128524661064148,0.8
Mask2Former-Swin-L,2461888,Day-FOGGY,Day,FOGGY,0.9654850959777832,0.8
Mask2Former-Swin-L,2461888,Day-RAIN,Day,RAIN,0.9682268500328064,0.8
Mask2Former-Swin-L,2461888,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9742014408111572,0.8
Mask2Former-Swin-L,2461888,Sunset-FOGGY,Sunset,FOGGY,0.9593861699104309,0.8
Mask2Former-Swin-L,2461888,Sunset-RAIN,Sunset,RAIN,0.9751518964767456,0.8
Mask2Former-Swin-L,2461888,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9428552389144897,0.8
Mask2Former-Swin-L,2461888,Night-FOGGY,Night,FOGGY,0.5717955231666565,0.8
Mask2Former-Swin-L,2461888,Night-RAIN,Night,RAIN,0.6483643054962158,0.8
Mask2Former-Swin-L,2531844,Day-FOGGY,Day,FOGGY,0.9918763637542725,0.8
Mask2Former-Swin-L,2531844,Day-RAIN,Day,RAIN,0.9913036227226257,0.8
Mask2Former-Swin-L,2531844,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9957705736160278,0.8
Mask2Former-Swin-L,2531844,Sunset-FOGGY,Sunset,FOGGY,0.9883373975753784,0.8
Mask2Former-Swin-L,2531844,Sunset-RAIN,Sunset,RAIN,0.9901276230812073,0.8
Mask2Former-Swin-L,2531844,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9857548475265503,0.8
Mask2Former-Swin-L,2531844,Night-FOGGY,Night,FOGGY,0.9562153816223145,0.8
Mask2Former-Swin-L,2531844,Night-RAIN,Night,RAIN,0.9812865257263184,0.8
Mask2Former-Swin-L,2711181,Day-FOGGY,Day,FOGGY,0.9937252998352051,0.8
Mask2Former-Swin-L,2711181,Day-RAIN,Day,RAIN,0.9879026412963867,0.8
Mask2Former-Swin-L,2711181,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9938870072364807,0.8
Mask2Former-Swin-L,2711181,Sunset-FOGGY,Sunset,FOGGY,0.9754437208175659,0.8
Mask2Former-Swin-L,2711181,Sunset-RAIN,Sunset,RAIN,0.9823286533355713,0.8
Mask2Former-Swin-L,2711181,Night-EXTRASUNNY,Night,EXTRASUNNY,0.984642744064331,0.8
Mask2Former-Swin-L,2711181,Night-FOGGY,Night,FOGGY,0.9746735095977783,0.8
Mask2Former-Swin-L,2711181,Night-RAIN,Night,RAIN,0.9843488931655884,0.8
Mask2Former-Swin-L,288913,Day-FOGGY,Day,FOGGY,0.991745114326477,0.8
Mask2Former-Swin-L,288913,Day-RAIN,Day,RAIN,0.9848787188529968,0.8
Mask2Former-Swin-L,288913,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9802657961845398,0.8
Mask2Former-Swin-L,288913,Sunset-FOGGY,Sunset,FOGGY,0.9400858283042908,0.8
Mask2Former-Swin-L,288913,Sunset-RAIN,Sunset,RAIN,0.9872982501983643,0.8
Mask2Former-Swin-L,288913,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9629371166229248,0.8
Mask2Former-Swin-L,288913,Night-FOGGY,Night,FOGGY,0.9752013683319092,0.8
Mask2Former-Swin-L,288913,Night-RAIN,Night,RAIN,0.9634006023406982,0.8
Mask2Former-Swin-L,302966,Day-FOGGY,Day,FOGGY,0.9963019490242004,0.8
Mask2Former-Swin-L,302966,Day-RAIN,Day,RAIN,0.9656495451927185,0.8
Mask2Former-Swin-L,302966,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9901372790336609,0.8
Mask2Former-Swin-L,302966,Sunset-FOGGY,Sunset,FOGGY,0.9814711809158325,0.8
Mask2Former-Swin-L,302966,Sunset-RAIN,Sunset,RAIN,0.9822570085525513,0.8
Mask2Former-Swin-L,302966,Night-EXTRASUNNY,Night,EXTRASUNNY,0.7059117555618286,0.8
Mask2Former-Swin-L,302966,Night-FOGGY,Night,FOGGY,0.6178278923034668,0.8
Mask2Former-Swin-L,302966,Night-RAIN,Night,RAIN,0.6424144506454468,0.8
Mask2Former-Swin-L,320493,Day-FOGGY,Day,FOGGY,0.9825582504272461,0.8
Mask2Former-Swin-L,320493,Day-RAIN,Day,RAIN,0.955939769744873,0.8
Mask2Former-Swin-L,320493,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9638236165046692,0.8
Mask2Former-Swin-L,320493,Sunset-FOGGY,Sunset,FOGGY,0.9404575228691101,0.8
Mask2Former-Swin-L,320493,Sunset-RAIN,Sunset,RAIN,0.9773293733596802,0.8
Mask2Former-Swin-L,320493,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9302999377250671,0.8
Mask2Former-Swin-L,320493,Night-FOGGY,Night,FOGGY,0.818932294845581,0.8
Mask2Former-Swin-L,320493,Night-RAIN,Night,RAIN,0.8702365756034851,0.8
Mask2Former-Swin-L,365202,Day-FOGGY,Day,FOGGY,0.9972679018974304,0.8
Mask2Former-Swin-L,365202,Day-RAIN,Day,RAIN,0.9976449012756348,0.8
Mask2Former-Swin-L,365202,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9974883198738098,0.8
Mask2Former-Swin-L,365202,Sunset-FOGGY,Sunset,FOGGY,0.9692571759223938,0.8
Mask2Former-Swin-L,365202,Sunset-RAIN,Sunset,RAIN,0.9961745738983154,0.8
Mask2Former-Swin-L,365202,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9787461757659912,0.8
Mask2Former-Swin-L,365202,Night-FOGGY,Night,FOGGY,0.8690471649169922,0.8
Mask2Former-Swin-L,365202,Night-RAIN,Night,RAIN,0.8987864255905151,0.8
Mask2Former-Swin-L,37573,Day-FOGGY,Day,FOGGY,0.9897025227546692,0.8
Mask2Former-Swin-L,37573,Day-RAIN,Day,RAIN,0.9960364103317261,0.8
Mask2Former-Swin-L,37573,Sunset-EXTRASUNNY,Sunset,EXTRASUNNY,0.9863858222961426,0.8
Mask2Former-Swin-L,37573,Sunset-FOGGY,Sunset,FOGGY,0.9792711138725281,0.8
Mask2Former-Swin-L,37573,Sunset-RAIN,Sunset,RAIN,0.980876088142395,0.8
Mask2Former-Swin-L,37573,Night-EXTRASUNNY,Night,EXTRASUNNY,0.9687711596488953,0.8
Mask2Former-Swin-L,37573,Night-FOGGY,Night,FOGGY,0.8388397097587585,0.8
Mask2Former-Swin-L,37573,Night-RAIN,Night,RAIN,0.8351432681083679,0.8
Mask2Former-Swin-L,3761910,Day-FOGGY,Day,FOGGY,0.9926590919494629,0.8
