location_id,scenario_counter,x,y,global_time,scene_sampling_time,semantic_scene_construction_time,condition_wise_rendering_time,pipeline_time
0,10421340,-1016.7118339070537,-1602.2412671363836,37.7633559,0.0005194999999993399,6.6653164,22.470014900000002,29.135856699999998
1,112274,421.18709847708055,-1597.134581631612,69.511891,0.00018370000000089703,5.8010065,22.459633500000002,28.260830500000004
2,13731116,905.0707643262563,614.4480570650176,99.53365240000001,0.0002195999999941023,3.8542335000000065,22.334205400000002,26.1886657
3,1331971,-1196.8139213115167,-1714.2283684106712,127.2044309,0.0002904999999913116,2.1132877000000008,22.186279,24.299864099999994
4,4612090,-913.4167830148417,726.8947458831744,158.4114943,0.0001967999999976655,5.790298300000018,21.88792669999998,27.678427200000016
5,4321826,-1073.3407753925517,-468.56695307179507,190.8929914,0.00024080000000026303,6.148589399999992,22.867945399999996,29.016780100000005
6,1291257,-1152.127362265142,145.51631775016585,224.0880961,0.0002512000000081116,6.392205400000023,23.163151400000004,29.55561399999999
7,1156798,345.9590255800215,-1313.1223485915284,258.99558079999997,0.0002192999999977019,8.089062000000013,23.280845099999993,31.370134500000006
8,317152,-503.2092407706973,-1280.4561157120534,290.2714758,0.0005044000000111737,4.701667199999974,23.0038045,27.705983900000035
9,6771367,-458.5088069323625,-1026.992415241112,325.19508809999996,0.00019570000000612708,7.2981628,23.788107700000012,31.086471399999994
10,11161234,-304.9901826549918,-739.0927535781836,355.7990951,0.00025870000001759763,4.530172499999992,22.4057995,26.936236699999995
11,177355,-272.7282974368219,353.4175985903116,389.3959228,0.000256299999989551,6.454756900000007,23.50237470000002,29.957394899999997
12,252373,977.1276441573305,-1993.8458572551954,421.5997749,0.00030209999999897263,5.2860218000000145,23.2160432,28.502375700000016
13,18129,1122.8707154012586,-1399.4196956977296,453.0460022,0.0001886000000013155,4.464601900000048,22.91430600000001,27.37910260000001
14,216276,-1162.5154154171682,-964.3331861352563,483.9552768,0.0002977999999984604,3.7561820999999895,23.290604099999996,27.04710640000002
15,1972113,-1062.982904124109,-2133.5324049622823,518.2658426,0.00036920000002282904,7.602855799999986,23.160695600000054,30.763926099999992
16,842782,-843.5324894629679,190.1659393529976,552.1672037000001,0.00023029999999835127,6.642125899999996,23.367727999999943,30.010090200000036
17,29933,-929.3767790522515,930.9374687845088,585.6866322000001,0.000367999999980384,6.36034450000011,23.260588799999937,29.62133289999997
18,1197596,1056.5456095782947,-1232.7145993529916,620.4643283,0.0002563000000463944,6.399737899999991,24.60788649999995,31.00788799999998
19,9411371,-110.85876479423496,431.074012457821,657.4105664,0.0002173000000311731,9.196419799999944,24.4100555,33.60670030000006
20,8021540,-635.0513537424216,820.9141705735437,692.7832459,0.0004996000000119238,7.68681939999999,23.89052289999995,31.577852400000097
21,821008,209.19175328011465,80.17740827589341,729.8089185,0.0003739999999652355,6.663043000000016,26.546158200000036,33.20958209999992
22,2791272,-470.39698963966225,-1205.29915339721,764.0136765000001,0.0002671999999392938,5.892951700000026,24.32629320000001,30.219520999999986
23,834142,1259.4235282985637,-1825.017667326642,797.5361506,0.0001890999999432097,4.7931392000000415,24.981700300000057,29.77503349999995
24,484892,823.177528049946,-683.3443766454513,836.4974646000001,0.00042589999998199346,8.849382799999944,26.27273910000008,35.12257320000003
25,128173,1393.4349585166242,-1617.3211685082474,870.6115979,0.00028690000010556105,6.478942699999948,23.81374310000001,30.293003100000078
26,5921304,-687.0213474461972,-1402.8814465254359,903.6922815,0.0003773000000819593,5.3188994999999295,24.025208599999928,29.344495399999914
27,931715,-983.3741266911654,-473.36209820966064,936.8467855,0.00021830000002864836,5.783049600000027,23.294185999999968,29.077462200000014
28,2801188,1189.002821483246,-1887.3037253839118,970.8937245000001,0.0002408999999943262,6.5846431999999595,23.47785660000011,30.062748600000077
29,1183290,-129.64523331580676,952.7238371607841,1003.8175777,0.00032690000000457076,5.299417100000028,23.702869000000078,29.002621800000043
30,370917,-340.08792816610446,-661.120835137946,1035.8029457,0.000293000000056054,3.5279974999999695,24.25443699999994,27.782733599999915
31,9061128,935.4949724854641,533.8165513500239,1068.4670019999999,0.000410899999906178,4.745188899999903,23.38962820000006,28.135235700000067
32,513333,-1121.1785745423115,1125.751682928655,1104.3362697999999,0.0002171999999518448,8.087857299999996,23.948148400000036,32.03622919999998
33,5521965,-208.08689645813752,772.2747684924857,1141.2718284999999,0.0002670999999736523,8.267323100000112,24.992761299999984,33.26035900000011
34,1355458,-516.0049914903716,-1725.2271437536592,1174.5264452,0.00022960000001148728,5.102129899999909,24.011608300000034,29.11397369999986
35,1641078,830.9859326576673,-1519.8391627338494,1206.9481532,0.00020820000008825446,5.589192599999933,23.154551999999967,28.743958199999952
36,1096784,1091.6237556486926,5.21189841485193,1238.7106225,0.00029700000004595495,5.112377300000162,23.454966000000013,28.567648999999847
37,535315,547.9896488876695,-1724.2969047868323,1272.9082351,0.00021119999996699335,6.447147600000108,24.254772900000034,30.702137700000094
38,4152,648.104824594295,-587.0200945076147,1305.5155418,0.00047230000018316787,4.545403699999952,23.99584989999994,28.541731400000117
39,213799,-519.6258913252847,935.664944101416,1337.965933,0.000324099999943428,5.239407599999822,23.47310400000015,28.71284179999998
40,229142,-729.8638225180428,-1238.8613547365444,1370.9443506999999,0.00043890000006285845,5.807064899999887,23.34696789999998,29.154477499999985
41,976561,136.61785373891826,849.6487009375978,1404.3439592,0.00023299999998016574,4.80484690000003,24.558777700000064,29.363863000000038
42,1151280,315.00227770257675,-671.6753220371961,1439.9749465,0.00038530000006176124,7.036755699999958,24.763248900000008,31.800395799999933
43,1385517,1064.5832413671956,-173.0977941546828,1474.5363244,0.0003284000001713139,6.3552411000000575,24.19353409999985,30.54911160000006
44,236292,-1198.624705581312,-728.4875970826984,1509.9347218999999,0.0001948999999967782,6.354431199999908,24.333624299999883,30.688254799999868
45,966867,-1145.752425896716,-1089.3337345165633,1543.4716228999998,0.000423899999987043,5.50693410000008,23.97193110000012,29.479295400000183
46,144771,-808.1528008513415,-1529.6880698307968,1574.9421685,0.00035460000003695313,4.193999899999881,23.923956399999952,28.11831649999999
47,995984,-459.57342069962954,-438.9833767756122,1609.1301618,0.0003481000001102075,6.132103299999926,23.86838119999993,30.000840100000005
48,711324,-1007.9206429628305,168.8405215053117,1641.237427,0.0003081999998357787,5.157773899999938,23.178890499999852,28.33697989999996
49,10151136,1170.8975495153832,543.6714021519156,1673.7010386,0.00025739999978213746,5.112707,23.563529300000027,28.676500300000043
0,1039476,-113.86713125689312,473.77960785383084,44.8123537,0.00042280000000261,6.3557667,23.710967699999998,30.0671616
