model,reference_model,loc_id,sec_condition,pixel_agreement_masked,metric_type,reference_input_source,model_input_source,adapter_input_norm,conf_threshold,coverage_masked,coverage_ref_masked,clean_path,sec_path
DeepLabV3+-R101,SegFormer-B5,4361495,Day-FOGGY,0.9168728321543568,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9722084999084473,0.9722084999084473,/home/ace/Downloads/Dataset/Day/4361495_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4361495_Day_FOGGY.png
PIDNet-M,SegFormer-B5,43428,Night-FOGGY,0.4920087190837687,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9816970229148865,0.9816970229148865,/home/ace/Downloads/Dataset/Day/43428_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/43428_Night_FOGGY.png
PIDNet-M,SegFormer-B5,4361495,Day-FOGGY,0.8823641765944438,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9722084999084473,0.9722084999084473,/home/ace/Downloads/Dataset/Day/4361495_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4361495_Day_FOGGY.png
DDRNet-23,SegFormer-B5,43428,Night-FOGGY,0.2901244344207937,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9816970229148865,0.9816970229148865,/home/ace/Downloads/Dataset/Day/43428_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/43428_Night_FOGGY.png
DDRNet-23,SegFormer-B5,4361495,Day-FOGGY,0.7732940629990495,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9722084999084473,0.9722084999084473,/home/ace/Downloads/Dataset/Day/4361495_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4361495_Day_FOGGY.png
SegFormer-B0,SegFormer-B5,450967,Day-RAIN,0.9476264566304738,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9865695834159851,0.9865695834159851,/home/ace/Downloads/Dataset/Day/450967_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/450967_Day_RAIN.png
SegFormer-B0,SegFormer-B5,4561149,Day-RAIN,0.9589340148822597,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9905241131782532,0.9905241131782532,/home/ace/Downloads/Dataset/Day/4561149_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4561149_Day_RAIN.png
SegFormer-B2,SegFormer-B5,450967,Day-RAIN,0.9519054391637162,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9865695834159851,0.9865695834159851,/home/ace/Downloads/Dataset/Day/450967_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/450967_Day_RAIN.png
SegFormer-B2,SegFormer-B5,4561149,Day-RAIN,0.9708400445491616,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9905241131782532,0.9905241131782532,/home/ace/Downloads/Dataset/Day/4561149_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4561149_Day_RAIN.png
SegFormer-B5,SegFormer-B5,450967,Day-RAIN,0.9575409549414897,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9865695834159851,0.9865695834159851,/home/ace/Downloads/Dataset/Day/450967_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/450967_Day_RAIN.png
SegFormer-B5,SegFormer-B5,4561149,Day-RAIN,0.9781064609595819,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9905241131782532,0.9905241131782532,/home/ace/Downloads/Dataset/Day/4561149_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4561149_Day_RAIN.png
Mask2Former-Swin-S,SegFormer-B5,450967,Day-RAIN,0.9320597364672444,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9865695834159851,0.9865695834159851,/home/ace/Downloads/Dataset/Day/450967_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/450967_Day_RAIN.png
Mask2Former-Swin-S,SegFormer-B5,4561149,Day-RAIN,0.9480801485563676,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9905241131782532,0.9905241131782532,/home/ace/Downloads/Dataset/Day/4561149_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4561149_Day_RAIN.png
Mask2Former-Swin-L,SegFormer-B5,450967,Day-RAIN,0.9457030305932772,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9865695834159851,0.9865695834159851,/home/ace/Downloads/Dataset/Day/450967_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/450967_Day_RAIN.png
Mask2Former-Swin-L,SegFormer-B5,4561149,Day-RAIN,0.9661194529859919,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9905241131782532,0.9905241131782532,/home/ace/Downloads/Dataset/Day/4561149_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4561149_Day_RAIN.png
DeepLabV3+-R101,SegFormer-B5,450967,Day-RAIN,0.9512622552977746,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9865695834159851,0.9865695834159851,/home/ace/Downloads/Dataset/Day/450967_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/450967_Day_RAIN.png
DeepLabV3+-R101,SegFormer-B5,4561149,Day-RAIN,0.8650213649614632,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9905241131782532,0.9905241131782532,/home/ace/Downloads/Dataset/Day/4561149_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4561149_Day_RAIN.png
PIDNet-M,SegFormer-B5,450967,Day-RAIN,0.8174711012755644,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9865695834159851,0.9865695834159851,/home/ace/Downloads/Dataset/Day/450967_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/450967_Day_RAIN.png
PIDNet-M,SegFormer-B5,4561149,Day-RAIN,0.7828655449507252,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9905241131782532,0.9905241131782532,/home/ace/Downloads/Dataset/Day/4561149_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4561149_Day_RAIN.png
DDRNet-23,SegFormer-B5,450967,Day-RAIN,0.5823581626436584,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9865695834159851,0.9865695834159851,/home/ace/Downloads/Dataset/Day/450967_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/450967_Day_RAIN.png
DDRNet-23,SegFormer-B5,4561149,Day-RAIN,0.2248168559118601,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9905241131782532,0.9905241131782532,/home/ace/Downloads/Dataset/Day/4561149_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4561149_Day_RAIN.png
SegFormer-B0,SegFormer-B5,460731,Night-EXTRASUNNY,0.7469528714555744,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9713536500930786,0.9713536500930786,/home/ace/Downloads/Dataset/Day/460731_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/460731_Night_EXTRASUNNY.png
SegFormer-B0,SegFormer-B5,463639,Day-RAIN,0.7392552878752158,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9437671303749084,0.9437671303749084,/home/ace/Downloads/Dataset/Day/463639_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/463639_Day_RAIN.png
SegFormer-B2,SegFormer-B5,460731,Night-EXTRASUNNY,0.7504765115171561,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9713536500930786,0.9713536500930786,/home/ace/Downloads/Dataset/Day/460731_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/460731_Night_EXTRASUNNY.png
SegFormer-B2,SegFormer-B5,463639,Day-RAIN,0.7803049751287223,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9437671303749084,0.9437671303749084,/home/ace/Downloads/Dataset/Day/463639_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/463639_Day_RAIN.png
SegFormer-B5,SegFormer-B5,460731,Night-EXTRASUNNY,0.8145304056767368,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9713536500930786,0.9713536500930786,/home/ace/Downloads/Dataset/Day/460731_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/460731_Night_EXTRASUNNY.png
SegFormer-B5,SegFormer-B5,463639,Day-RAIN,0.8615288340915508,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9437671303749084,0.9437671303749084,/home/ace/Downloads/Dataset/Day/463639_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/463639_Day_RAIN.png
Mask2Former-Swin-S,SegFormer-B5,460731,Night-EXTRASUNNY,0.6722126762809817,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9713536500930786,0.9713536500930786,/home/ace/Downloads/Dataset/Day/460731_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/460731_Night_EXTRASUNNY.png
Mask2Former-Swin-S,SegFormer-B5,463639,Day-RAIN,0.7838378899143985,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9437671303749084,0.9437671303749084,/home/ace/Downloads/Dataset/Day/463639_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/463639_Day_RAIN.png
Mask2Former-Swin-L,SegFormer-B5,460731,Night-EXTRASUNNY,0.8481017025459572,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9713536500930786,0.9713536500930786,/home/ace/Downloads/Dataset/Day/460731_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/460731_Night_EXTRASUNNY.png
Mask2Former-Swin-L,SegFormer-B5,463639,Day-RAIN,0.7689384082964412,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9437671303749084,0.9437671303749084,/home/ace/Downloads/Dataset/Day/463639_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/463639_Day_RAIN.png
DeepLabV3+-R101,SegFormer-B5,460731,Night-EXTRASUNNY,0.7911097939094758,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9713536500930786,0.9713536500930786,/home/ace/Downloads/Dataset/Day/460731_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/460731_Night_EXTRASUNNY.png
DeepLabV3+-R101,SegFormer-B5,463639,Day-RAIN,0.7501392733337409,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9437671303749084,0.9437671303749084,/home/ace/Downloads/Dataset/Day/463639_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/463639_Day_RAIN.png
PIDNet-M,SegFormer-B5,460731,Night-EXTRASUNNY,0.6214309711559236,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9713536500930786,0.9713536500930786,/home/ace/Downloads/Dataset/Day/460731_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/460731_Night_EXTRASUNNY.png
PIDNet-M,SegFormer-B5,463639,Day-RAIN,0.6144064219996566,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9437671303749084,0.9437671303749084,/home/ace/Downloads/Dataset/Day/463639_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/463639_Day_RAIN.png
DDRNet-23,SegFormer-B5,460731,Night-EXTRASUNNY,0.5110301811365917,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9713536500930786,0.9713536500930786,/home/ace/Downloads/Dataset/Day/460731_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/460731_Night_EXTRASUNNY.png
DDRNet-23,SegFormer-B5,463639,Day-RAIN,0.4515419027909969,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9437671303749084,0.9437671303749084,/home/ace/Downloads/Dataset/Day/463639_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/463639_Day_RAIN.png
SegFormer-B0,SegFormer-B5,4641194,Day-FOGGY,0.9060973516587285,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9826551675796509,0.9826551675796509,/home/ace/Downloads/Dataset/Day/4641194_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4641194_Day_FOGGY.png
SegFormer-B0,SegFormer-B5,471118,Night-RAIN,0.6999413433229149,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9694017171859741,0.9694017171859741,/home/ace/Downloads/Dataset/Day/471118_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/471118_Night_RAIN.png
SegFormer-B2,SegFormer-B5,4641194,Day-FOGGY,0.8907520788268557,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9826551675796509,0.9826551675796509,/home/ace/Downloads/Dataset/Day/4641194_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4641194_Day_FOGGY.png
SegFormer-B2,SegFormer-B5,471118,Night-RAIN,0.6516122085230702,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9694017171859741,0.9694017171859741,/home/ace/Downloads/Dataset/Day/471118_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/471118_Night_RAIN.png
SegFormer-B5,SegFormer-B5,4641194,Day-FOGGY,0.9211983032814519,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9826551675796509,0.9826551675796509,/home/ace/Downloads/Dataset/Day/4641194_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4641194_Day_FOGGY.png
SegFormer-B5,SegFormer-B5,471118,Night-RAIN,0.6845636594965727,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9694017171859741,0.9694017171859741,/home/ace/Downloads/Dataset/Day/471118_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/471118_Night_RAIN.png
Mask2Former-Swin-S,SegFormer-B5,4641194,Day-FOGGY,0.927533323008852,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9826551675796509,0.9826551675796509,/home/ace/Downloads/Dataset/Day/4641194_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4641194_Day_FOGGY.png
Mask2Former-Swin-S,SegFormer-B5,471118,Night-RAIN,0.4016287854100725,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9694017171859741,0.9694017171859741,/home/ace/Downloads/Dataset/Day/471118_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/471118_Night_RAIN.png
Mask2Former-Swin-L,SegFormer-B5,4641194,Day-FOGGY,0.9216724094264378,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9826551675796509,0.9826551675796509,/home/ace/Downloads/Dataset/Day/4641194_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4641194_Day_FOGGY.png
Mask2Former-Swin-L,SegFormer-B5,471118,Night-RAIN,0.686062096735345,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9694017171859741,0.9694017171859741,/home/ace/Downloads/Dataset/Day/471118_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/471118_Night_RAIN.png
DeepLabV3+-R101,SegFormer-B5,4641194,Day-FOGGY,0.8817049259516646,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9826551675796509,0.9826551675796509,/home/ace/Downloads/Dataset/Day/4641194_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4641194_Day_FOGGY.png
DeepLabV3+-R101,SegFormer-B5,471118,Night-RAIN,0.5737869827515365,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9694017171859741,0.9694017171859741,/home/ace/Downloads/Dataset/Day/471118_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/471118_Night_RAIN.png
PIDNet-M,SegFormer-B5,4641194,Day-FOGGY,0.846999573416287,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9826551675796509,0.9826551675796509,/home/ace/Downloads/Dataset/Day/4641194_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4641194_Day_FOGGY.png
PIDNet-M,SegFormer-B5,471118,Night-RAIN,0.26367224802423345,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9694017171859741,0.9694017171859741,/home/ace/Downloads/Dataset/Day/471118_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/471118_Night_RAIN.png
DDRNet-23,SegFormer-B5,4641194,Day-FOGGY,0.8274807128812067,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9826551675796509,0.9826551675796509,/home/ace/Downloads/Dataset/Day/4641194_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4641194_Day_FOGGY.png
DDRNet-23,SegFormer-B5,471118,Night-RAIN,0.269882488289917,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9694017171859741,0.9694017171859741,/home/ace/Downloads/Dataset/Day/471118_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/471118_Night_RAIN.png
SegFormer-B0,SegFormer-B5,4811864,Night-EXTRASUNNY,0.5400451706471616,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9788418412208557,0.9788418412208557,/home/ace/Downloads/Dataset/Day/4811864_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/4811864_Night_EXTRASUNNY.png
SegFormer-B0,SegFormer-B5,481618,Day-FOGGY,0.8724833547628585,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9682265520095825,0.9682265520095825,/home/ace/Downloads/Dataset/Day/481618_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/481618_Day_FOGGY.png
SegFormer-B2,SegFormer-B5,4811864,Night-EXTRASUNNY,0.7228482203393636,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9788418412208557,0.9788418412208557,/home/ace/Downloads/Dataset/Day/4811864_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/4811864_Night_EXTRASUNNY.png
SegFormer-B2,SegFormer-B5,481618,Day-FOGGY,0.8719409021735554,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9682265520095825,0.9682265520095825,/home/ace/Downloads/Dataset/Day/481618_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/481618_Day_FOGGY.png
SegFormer-B5,SegFormer-B5,4811864,Night-EXTRASUNNY,0.8033185383748446,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9788418412208557,0.9788418412208557,/home/ace/Downloads/Dataset/Day/4811864_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/4811864_Night_EXTRASUNNY.png
SegFormer-B5,SegFormer-B5,481618,Day-FOGGY,0.9376412164102121,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9682265520095825,0.9682265520095825,/home/ace/Downloads/Dataset/Day/481618_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/481618_Day_FOGGY.png
Mask2Former-Swin-S,SegFormer-B5,4811864,Night-EXTRASUNNY,0.7833223325296012,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9788418412208557,0.9788418412208557,/home/ace/Downloads/Dataset/Day/4811864_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/4811864_Night_EXTRASUNNY.png
Mask2Former-Swin-S,SegFormer-B5,481618,Day-FOGGY,0.7903982487179168,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9682265520095825,0.9682265520095825,/home/ace/Downloads/Dataset/Day/481618_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/481618_Day_FOGGY.png
Mask2Former-Swin-L,SegFormer-B5,4811864,Night-EXTRASUNNY,0.8417382841440252,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9788418412208557,0.9788418412208557,/home/ace/Downloads/Dataset/Day/4811864_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/4811864_Night_EXTRASUNNY.png
Mask2Former-Swin-L,SegFormer-B5,481618,Day-FOGGY,0.7479462268336997,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9682265520095825,0.9682265520095825,/home/ace/Downloads/Dataset/Day/481618_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/481618_Day_FOGGY.png
DeepLabV3+-R101,SegFormer-B5,4811864,Night-EXTRASUNNY,0.8063005419579634,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9788418412208557,0.9788418412208557,/home/ace/Downloads/Dataset/Day/4811864_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/4811864_Night_EXTRASUNNY.png
DeepLabV3+-R101,SegFormer-B5,481618,Day-FOGGY,0.8871874514147459,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9682265520095825,0.9682265520095825,/home/ace/Downloads/Dataset/Day/481618_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/481618_Day_FOGGY.png
PIDNet-M,SegFormer-B5,4811864,Night-EXTRASUNNY,0.6093087005132212,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9788418412208557,0.9788418412208557,/home/ace/Downloads/Dataset/Day/4811864_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/4811864_Night_EXTRASUNNY.png
PIDNet-M,SegFormer-B5,481618,Day-FOGGY,0.7939593705280288,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9682265520095825,0.9682265520095825,/home/ace/Downloads/Dataset/Day/481618_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/481618_Day_FOGGY.png
DDRNet-23,SegFormer-B5,4811864,Night-EXTRASUNNY,0.5392700629964393,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9788418412208557,0.9788418412208557,/home/ace/Downloads/Dataset/Day/4811864_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/4811864_Night_EXTRASUNNY.png
DDRNet-23,SegFormer-B5,481618,Day-FOGGY,0.6546727524248652,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9682265520095825,0.9682265520095825,/home/ace/Downloads/Dataset/Day/481618_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/481618_Day_FOGGY.png
SegFormer-B0,SegFormer-B5,4911785,Day-RAIN,0.93162983229852,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9700565934181213,0.9700565934181213,/home/ace/Downloads/Dataset/Day/4911785_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4911785_Day_RAIN.png
SegFormer-B0,SegFormer-B5,5370,Night-FOGGY,0.5124874202036407,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9575178623199463,0.9575178623199463,/home/ace/Downloads/Dataset/Day/5370_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/5370_Night_FOGGY.png
SegFormer-B2,SegFormer-B5,4911785,Day-RAIN,0.9258961192095813,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9700565934181213,0.9700565934181213,/home/ace/Downloads/Dataset/Day/4911785_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4911785_Day_RAIN.png
SegFormer-B2,SegFormer-B5,5370,Night-FOGGY,0.5333231203173608,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9575178623199463,0.9575178623199463,/home/ace/Downloads/Dataset/Day/5370_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/5370_Night_FOGGY.png
SegFormer-B5,SegFormer-B5,4911785,Day-RAIN,0.9638748890664707,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9700565934181213,0.9700565934181213,/home/ace/Downloads/Dataset/Day/4911785_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4911785_Day_RAIN.png
SegFormer-B5,SegFormer-B5,5370,Night-FOGGY,0.5168382797609007,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9575178623199463,0.9575178623199463,/home/ace/Downloads/Dataset/Day/5370_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/5370_Night_FOGGY.png
Mask2Former-Swin-S,SegFormer-B5,4911785,Day-RAIN,0.8980181763915326,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9700565934181213,0.9700565934181213,/home/ace/Downloads/Dataset/Day/4911785_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4911785_Day_RAIN.png
Mask2Former-Swin-S,SegFormer-B5,5370,Night-FOGGY,0.611669575654924,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9575178623199463,0.9575178623199463,/home/ace/Downloads/Dataset/Day/5370_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/5370_Night_FOGGY.png
Mask2Former-Swin-L,SegFormer-B5,4911785,Day-RAIN,0.91174136898913,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9700565934181213,0.9700565934181213,/home/ace/Downloads/Dataset/Day/4911785_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4911785_Day_RAIN.png
Mask2Former-Swin-L,SegFormer-B5,5370,Night-FOGGY,0.772152777538709,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9575178623199463,0.9575178623199463,/home/ace/Downloads/Dataset/Day/5370_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/5370_Night_FOGGY.png
DeepLabV3+-R101,SegFormer-B5,4911785,Day-RAIN,0.911796304802013,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9700565934181213,0.9700565934181213,/home/ace/Downloads/Dataset/Day/4911785_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4911785_Day_RAIN.png
DeepLabV3+-R101,SegFormer-B5,5370,Night-FOGGY,0.566976155476529,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9575178623199463,0.9575178623199463,/home/ace/Downloads/Dataset/Day/5370_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/5370_Night_FOGGY.png
PIDNet-M,SegFormer-B5,4911785,Day-RAIN,0.6937617269554176,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9700565934181213,0.9700565934181213,/home/ace/Downloads/Dataset/Day/4911785_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4911785_Day_RAIN.png
PIDNet-M,SegFormer-B5,5370,Night-FOGGY,0.29062112350060876,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9575178623199463,0.9575178623199463,/home/ace/Downloads/Dataset/Day/5370_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/5370_Night_FOGGY.png
DDRNet-23,SegFormer-B5,4911785,Day-RAIN,0.7250405930349318,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9700565934181213,0.9700565934181213,/home/ace/Downloads/Dataset/Day/4911785_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/4911785_Day_RAIN.png
DDRNet-23,SegFormer-B5,5370,Night-FOGGY,0.11886516179597607,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9575178623199463,0.9575178623199463,/home/ace/Downloads/Dataset/Day/5370_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/5370_Night_FOGGY.png
SegFormer-B0,SegFormer-B5,550217,Day-FOGGY,0.8860001726726474,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9799593091011047,0.9799593091011047,/home/ace/Downloads/Dataset/Day/550217_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/550217_Day_FOGGY.png
SegFormer-B0,SegFormer-B5,564213,Night-EXTRASUNNY,0.49127345125367045,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9820849299430847,0.9820849299430847,/home/ace/Downloads/Dataset/Day/564213_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/564213_Night_EXTRASUNNY.png
SegFormer-B2,SegFormer-B5,550217,Day-FOGGY,0.9046858198755188,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9799593091011047,0.9799593091011047,/home/ace/Downloads/Dataset/Day/550217_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/550217_Day_FOGGY.png
