model,reference_model,loc_id,sec_condition,pixel_agreement_masked,metric_type,reference_input_source,model_input_source,adapter_input_norm,conf_threshold,coverage_masked,coverage_ref_masked,clean_path,sec_path
SegFormer-B0,SegFormer-B5,13551916,Day-FOGGY,0.8553004511947092,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9732550978660583,0.9732550978660583,/home/ace/Downloads/Dataset/Day/13551916_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/13551916_Day_FOGGY.png
SegFormer-B0,SegFormer-B5,140120,Sunset-RAIN,0.9304680460490601,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.981644868850708,0.981644868850708,/home/ace/Downloads/Dataset/Day/140120_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/140120_Sunset_RAIN.png
SegFormer-B2,SegFormer-B5,13551916,Day-FOGGY,0.8530182289887943,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9732550978660583,0.9732550978660583,/home/ace/Downloads/Dataset/Day/13551916_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/13551916_Day_FOGGY.png
SegFormer-B2,SegFormer-B5,140120,Sunset-RAIN,0.9321397590091729,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.981644868850708,0.981644868850708,/home/ace/Downloads/Dataset/Day/140120_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/140120_Sunset_RAIN.png
SegFormer-B5,SegFormer-B5,13551916,Day-FOGGY,0.9466807863759858,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9732550978660583,0.9732550978660583,/home/ace/Downloads/Dataset/Day/13551916_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/13551916_Day_FOGGY.png
SegFormer-B5,SegFormer-B5,140120,Sunset-RAIN,0.974627684282988,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.981644868850708,0.981644868850708,/home/ace/Downloads/Dataset/Day/140120_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/140120_Sunset_RAIN.png
Mask2Former-Swin-S,SegFormer-B5,13551916,Day-FOGGY,0.9351906471226106,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9732550978660583,0.9732550978660583,/home/ace/Downloads/Dataset/Day/13551916_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/13551916_Day_FOGGY.png
Mask2Former-Swin-S,SegFormer-B5,140120,Sunset-RAIN,0.9442357523827646,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.981644868850708,0.981644868850708,/home/ace/Downloads/Dataset/Day/140120_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/140120_Sunset_RAIN.png
Mask2Former-Swin-L,SegFormer-B5,13551916,Day-FOGGY,0.9225828229897619,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9732550978660583,0.9732550978660583,/home/ace/Downloads/Dataset/Day/13551916_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/13551916_Day_FOGGY.png
Mask2Former-Swin-L,SegFormer-B5,140120,Sunset-RAIN,0.9535865994325019,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.981644868850708,0.981644868850708,/home/ace/Downloads/Dataset/Day/140120_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/140120_Sunset_RAIN.png
DeepLabV3+-R101,SegFormer-B5,13551916,Day-FOGGY,0.7776168361727986,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9732550978660583,0.9732550978660583,/home/ace/Downloads/Dataset/Day/13551916_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/13551916_Day_FOGGY.png
DeepLabV3+-R101,SegFormer-B5,140120,Sunset-RAIN,0.912521896809362,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.981644868850708,0.981644868850708,/home/ace/Downloads/Dataset/Day/140120_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/140120_Sunset_RAIN.png
PIDNet-M,SegFormer-B5,13551916,Day-FOGGY,0.7708017808445746,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9732550978660583,0.9732550978660583,/home/ace/Downloads/Dataset/Day/13551916_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/13551916_Day_FOGGY.png
PIDNet-M,SegFormer-B5,140120,Sunset-RAIN,0.8115844615203801,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.981644868850708,0.981644868850708,/home/ace/Downloads/Dataset/Day/140120_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/140120_Sunset_RAIN.png
DDRNet-23,SegFormer-B5,13551916,Day-FOGGY,0.6093567159031317,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9732550978660583,0.9732550978660583,/home/ace/Downloads/Dataset/Day/13551916_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/13551916_Day_FOGGY.png
DDRNet-23,SegFormer-B5,140120,Sunset-RAIN,0.23045013683756904,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.981644868850708,0.981644868850708,/home/ace/Downloads/Dataset/Day/140120_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/140120_Sunset_RAIN.png
SegFormer-B0,SegFormer-B5,14450,Night-FOGGY,0.6577089820030716,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9812256693840027,0.9812256693840027,/home/ace/Downloads/Dataset/Day/14450_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/14450_Night_FOGGY.png
SegFormer-B0,SegFormer-B5,1481258,Sunset-RAIN,0.925508051409506,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9708515405654907,0.9708515405654907,/home/ace/Downloads/Dataset/Day/1481258_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1481258_Sunset_RAIN.png
SegFormer-B2,SegFormer-B5,14450,Night-FOGGY,0.6430350716982443,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9812256693840027,0.9812256693840027,/home/ace/Downloads/Dataset/Day/14450_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/14450_Night_FOGGY.png
SegFormer-B2,SegFormer-B5,1481258,Sunset-RAIN,0.9053212415060685,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9708515405654907,0.9708515405654907,/home/ace/Downloads/Dataset/Day/1481258_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1481258_Sunset_RAIN.png
SegFormer-B5,SegFormer-B5,14450,Night-FOGGY,0.7408057101040466,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9812256693840027,0.9812256693840027,/home/ace/Downloads/Dataset/Day/14450_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/14450_Night_FOGGY.png
SegFormer-B5,SegFormer-B5,1481258,Sunset-RAIN,0.9434126477525318,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9708515405654907,0.9708515405654907,/home/ace/Downloads/Dataset/Day/1481258_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1481258_Sunset_RAIN.png
Mask2Former-Swin-S,SegFormer-B5,14450,Night-FOGGY,0.6845618795236578,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9812256693840027,0.9812256693840027,/home/ace/Downloads/Dataset/Day/14450_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/14450_Night_FOGGY.png
Mask2Former-Swin-S,SegFormer-B5,1481258,Sunset-RAIN,0.9069345791853974,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9708515405654907,0.9708515405654907,/home/ace/Downloads/Dataset/Day/1481258_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1481258_Sunset_RAIN.png
Mask2Former-Swin-L,SegFormer-B5,14450,Night-FOGGY,0.762450959587957,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9812256693840027,0.9812256693840027,/home/ace/Downloads/Dataset/Day/14450_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/14450_Night_FOGGY.png
Mask2Former-Swin-L,SegFormer-B5,1481258,Sunset-RAIN,0.8907842258469032,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9708515405654907,0.9708515405654907,/home/ace/Downloads/Dataset/Day/1481258_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1481258_Sunset_RAIN.png
DeepLabV3+-R101,SegFormer-B5,14450,Night-FOGGY,0.7292280575825562,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9812256693840027,0.9812256693840027,/home/ace/Downloads/Dataset/Day/14450_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/14450_Night_FOGGY.png
DeepLabV3+-R101,SegFormer-B5,1481258,Sunset-RAIN,0.8747080034224715,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9708515405654907,0.9708515405654907,/home/ace/Downloads/Dataset/Day/1481258_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1481258_Sunset_RAIN.png
PIDNet-M,SegFormer-B5,14450,Night-FOGGY,0.3564755739974816,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9812256693840027,0.9812256693840027,/home/ace/Downloads/Dataset/Day/14450_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/14450_Night_FOGGY.png
PIDNet-M,SegFormer-B5,1481258,Sunset-RAIN,0.8455711588868818,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9708515405654907,0.9708515405654907,/home/ace/Downloads/Dataset/Day/1481258_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1481258_Sunset_RAIN.png
DDRNet-23,SegFormer-B5,14450,Night-FOGGY,0.23625174759396134,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9812256693840027,0.9812256693840027,/home/ace/Downloads/Dataset/Day/14450_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/14450_Night_FOGGY.png
DDRNet-23,SegFormer-B5,1481258,Sunset-RAIN,0.1575785561335126,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9708515405654907,0.9708515405654907,/home/ace/Downloads/Dataset/Day/1481258_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1481258_Sunset_RAIN.png
SegFormer-B0,SegFormer-B5,153373,Sunset-RAIN,0.8504199740947889,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9615575075149536,0.9615575075149536,/home/ace/Downloads/Dataset/Day/153373_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/153373_Sunset_RAIN.png
SegFormer-B0,SegFormer-B5,1541895,Sunset-EXTRASUNNY,0.8792127673278278,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9809333682060242,0.9809333682060242,/home/ace/Downloads/Dataset/Day/1541895_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1541895_Sunset_EXTRASUNNY.png
SegFormer-B2,SegFormer-B5,153373,Sunset-RAIN,0.8318006749981574,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9615575075149536,0.9615575075149536,/home/ace/Downloads/Dataset/Day/153373_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/153373_Sunset_RAIN.png
SegFormer-B2,SegFormer-B5,1541895,Sunset-EXTRASUNNY,0.9535260529993083,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9809333682060242,0.9809333682060242,/home/ace/Downloads/Dataset/Day/1541895_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1541895_Sunset_EXTRASUNNY.png
SegFormer-B5,SegFormer-B5,153373,Sunset-RAIN,0.9286881073140798,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9615575075149536,0.9615575075149536,/home/ace/Downloads/Dataset/Day/153373_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/153373_Sunset_RAIN.png
SegFormer-B5,SegFormer-B5,1541895,Sunset-EXTRASUNNY,0.981887935838521,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9809333682060242,0.9809333682060242,/home/ace/Downloads/Dataset/Day/1541895_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1541895_Sunset_EXTRASUNNY.png
Mask2Former-Swin-S,SegFormer-B5,153373,Sunset-RAIN,0.835005402156406,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9615575075149536,0.9615575075149536,/home/ace/Downloads/Dataset/Day/153373_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/153373_Sunset_RAIN.png
Mask2Former-Swin-S,SegFormer-B5,1541895,Sunset-EXTRASUNNY,0.9498632032013531,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9809333682060242,0.9809333682060242,/home/ace/Downloads/Dataset/Day/1541895_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1541895_Sunset_EXTRASUNNY.png
Mask2Former-Swin-L,SegFormer-B5,153373,Sunset-RAIN,0.8474649288349454,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9615575075149536,0.9615575075149536,/home/ace/Downloads/Dataset/Day/153373_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/153373_Sunset_RAIN.png
Mask2Former-Swin-L,SegFormer-B5,1541895,Sunset-EXTRASUNNY,0.9510807927213462,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9809333682060242,0.9809333682060242,/home/ace/Downloads/Dataset/Day/1541895_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1541895_Sunset_EXTRASUNNY.png
DeepLabV3+-R101,SegFormer-B5,153373,Sunset-RAIN,0.8904782065412087,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9615575075149536,0.9615575075149536,/home/ace/Downloads/Dataset/Day/153373_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/153373_Sunset_RAIN.png
DeepLabV3+-R101,SegFormer-B5,1541895,Sunset-EXTRASUNNY,0.936386268233739,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9809333682060242,0.9809333682060242,/home/ace/Downloads/Dataset/Day/1541895_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1541895_Sunset_EXTRASUNNY.png
PIDNet-M,SegFormer-B5,153373,Sunset-RAIN,0.7688499834592885,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9615575075149536,0.9615575075149536,/home/ace/Downloads/Dataset/Day/153373_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/153373_Sunset_RAIN.png
PIDNet-M,SegFormer-B5,1541895,Sunset-EXTRASUNNY,0.621177880643743,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9809333682060242,0.9809333682060242,/home/ace/Downloads/Dataset/Day/1541895_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1541895_Sunset_EXTRASUNNY.png
DDRNet-23,SegFormer-B5,153373,Sunset-RAIN,0.4740179416727087,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9615575075149536,0.9615575075149536,/home/ace/Downloads/Dataset/Day/153373_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/153373_Sunset_RAIN.png
DDRNet-23,SegFormer-B5,1541895,Sunset-EXTRASUNNY,0.3126959190588604,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9809333682060242,0.9809333682060242,/home/ace/Downloads/Dataset/Day/1541895_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/1541895_Sunset_EXTRASUNNY.png
SegFormer-B0,SegFormer-B5,1581031,Night-EXTRASUNNY,0.6847159345153541,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.984670877456665,0.984670877456665,/home/ace/Downloads/Dataset/Day/1581031_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/1581031_Night_EXTRASUNNY.png
SegFormer-B0,SegFormer-B5,159401,Sunset-RAIN,0.8443946543931191,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9768887758255005,0.9768887758255005,/home/ace/Downloads/Dataset/Day/159401_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/159401_Sunset_RAIN.png
SegFormer-B2,SegFormer-B5,1581031,Night-EXTRASUNNY,0.8968648070800727,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.984670877456665,0.984670877456665,/home/ace/Downloads/Dataset/Day/1581031_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/1581031_Night_EXTRASUNNY.png
SegFormer-B2,SegFormer-B5,159401,Sunset-RAIN,0.8523220703963089,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9768887758255005,0.9768887758255005,/home/ace/Downloads/Dataset/Day/159401_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/159401_Sunset_RAIN.png
SegFormer-B5,SegFormer-B5,1581031,Night-EXTRASUNNY,0.9256117007328023,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.984670877456665,0.984670877456665,/home/ace/Downloads/Dataset/Day/1581031_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/1581031_Night_EXTRASUNNY.png
SegFormer-B5,SegFormer-B5,159401,Sunset-RAIN,0.9029234596062274,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9768887758255005,0.9768887758255005,/home/ace/Downloads/Dataset/Day/159401_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/159401_Sunset_RAIN.png
Mask2Former-Swin-S,SegFormer-B5,1581031,Night-EXTRASUNNY,0.8516195409468738,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.984670877456665,0.984670877456665,/home/ace/Downloads/Dataset/Day/1581031_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/1581031_Night_EXTRASUNNY.png
Mask2Former-Swin-S,SegFormer-B5,159401,Sunset-RAIN,0.8751325125848292,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9768887758255005,0.9768887758255005,/home/ace/Downloads/Dataset/Day/159401_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/159401_Sunset_RAIN.png
Mask2Former-Swin-L,SegFormer-B5,1581031,Night-EXTRASUNNY,0.900195726380323,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.984670877456665,0.984670877456665,/home/ace/Downloads/Dataset/Day/1581031_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/1581031_Night_EXTRASUNNY.png
Mask2Former-Swin-L,SegFormer-B5,159401,Sunset-RAIN,0.814566739383387,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9768887758255005,0.9768887758255005,/home/ace/Downloads/Dataset/Day/159401_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/159401_Sunset_RAIN.png
DeepLabV3+-R101,SegFormer-B5,1581031,Night-EXTRASUNNY,0.8992812579158154,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.984670877456665,0.984670877456665,/home/ace/Downloads/Dataset/Day/1581031_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/1581031_Night_EXTRASUNNY.png
DeepLabV3+-R101,SegFormer-B5,159401,Sunset-RAIN,0.8112700231085076,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9768887758255005,0.9768887758255005,/home/ace/Downloads/Dataset/Day/159401_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/159401_Sunset_RAIN.png
PIDNet-M,SegFormer-B5,1581031,Night-EXTRASUNNY,0.7679794319917782,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.984670877456665,0.984670877456665,/home/ace/Downloads/Dataset/Day/1581031_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/1581031_Night_EXTRASUNNY.png
PIDNet-M,SegFormer-B5,159401,Sunset-RAIN,0.7178703730260897,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9768887758255005,0.9768887758255005,/home/ace/Downloads/Dataset/Day/159401_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/159401_Sunset_RAIN.png
DDRNet-23,SegFormer-B5,1581031,Night-EXTRASUNNY,0.5290833332403428,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.984670877456665,0.984670877456665,/home/ace/Downloads/Dataset/Day/1581031_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/1581031_Night_EXTRASUNNY.png
DDRNet-23,SegFormer-B5,159401,Sunset-RAIN,0.5674575523878135,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9768887758255005,0.9768887758255005,/home/ace/Downloads/Dataset/Day/159401_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Sunset/159401_Sunset_RAIN.png
SegFormer-B0,SegFormer-B5,182335,Night-EXTRASUNNY,0.7924975974781688,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9752873182296753,0.9752873182296753,/home/ace/Downloads/Dataset/Day/182335_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/182335_Night_EXTRASUNNY.png
SegFormer-B0,SegFormer-B5,187713,Night-RAIN,0.7656948429226027,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9691259264945984,0.9691259264945984,/home/ace/Downloads/Dataset/Day/187713_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/187713_Night_RAIN.png
SegFormer-B2,SegFormer-B5,182335,Night-EXTRASUNNY,0.7787167547872994,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9752873182296753,0.9752873182296753,/home/ace/Downloads/Dataset/Day/182335_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/182335_Night_EXTRASUNNY.png
SegFormer-B2,SegFormer-B5,187713,Night-RAIN,0.7213428775347888,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9691259264945984,0.9691259264945984,/home/ace/Downloads/Dataset/Day/187713_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/187713_Night_RAIN.png
SegFormer-B5,SegFormer-B5,182335,Night-EXTRASUNNY,0.8603337730915301,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9752873182296753,0.9752873182296753,/home/ace/Downloads/Dataset/Day/182335_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/182335_Night_EXTRASUNNY.png
SegFormer-B5,SegFormer-B5,187713,Night-RAIN,0.709260131643767,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9691259264945984,0.9691259264945984,/home/ace/Downloads/Dataset/Day/187713_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/187713_Night_RAIN.png
Mask2Former-Swin-S,SegFormer-B5,182335,Night-EXTRASUNNY,0.8089355786162601,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9752873182296753,0.9752873182296753,/home/ace/Downloads/Dataset/Day/182335_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/182335_Night_EXTRASUNNY.png
Mask2Former-Swin-S,SegFormer-B5,187713,Night-RAIN,0.8741062231753575,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9691259264945984,0.9691259264945984,/home/ace/Downloads/Dataset/Day/187713_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/187713_Night_RAIN.png
Mask2Former-Swin-L,SegFormer-B5,182335,Night-EXTRASUNNY,0.9247253013432717,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9752873182296753,0.9752873182296753,/home/ace/Downloads/Dataset/Day/182335_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/182335_Night_EXTRASUNNY.png
Mask2Former-Swin-L,SegFormer-B5,187713,Night-RAIN,0.8921322696163215,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9691259264945984,0.9691259264945984,/home/ace/Downloads/Dataset/Day/187713_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/187713_Night_RAIN.png
DeepLabV3+-R101,SegFormer-B5,182335,Night-EXTRASUNNY,0.777427898996067,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9752873182296753,0.9752873182296753,/home/ace/Downloads/Dataset/Day/182335_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/182335_Night_EXTRASUNNY.png
DeepLabV3+-R101,SegFormer-B5,187713,Night-RAIN,0.6331593540373798,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9691259264945984,0.9691259264945984,/home/ace/Downloads/Dataset/Day/187713_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/187713_Night_RAIN.png
PIDNet-M,SegFormer-B5,182335,Night-EXTRASUNNY,0.6986910903336943,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9752873182296753,0.9752873182296753,/home/ace/Downloads/Dataset/Day/182335_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/182335_Night_EXTRASUNNY.png
PIDNet-M,SegFormer-B5,187713,Night-RAIN,0.44134562129429483,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9691259264945984,0.9691259264945984,/home/ace/Downloads/Dataset/Day/187713_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/187713_Night_RAIN.png
DDRNet-23,SegFormer-B5,182335,Night-EXTRASUNNY,0.26941817849976735,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9752873182296753,0.9752873182296753,/home/ace/Downloads/Dataset/Day/182335_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/182335_Night_EXTRASUNNY.png
DDRNet-23,SegFormer-B5,187713,Night-RAIN,0.24156364813438527,reference_clean_vs_model_adverse,raw,repo,none,0.6,0.9691259264945984,0.9691259264945984,/home/ace/Downloads/Dataset/Day/187713_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/187713_Night_RAIN.png
SegFormer-B0,SegFormer-B5,19188,Night-RAIN,0.6162400967357277,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9836528897285461,0.9836528897285461,/home/ace/Downloads/Dataset/Day/19188_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/19188_Night_RAIN.png
SegFormer-B0,SegFormer-B5,196581,Day-RAIN,0.8875672530472641,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9687412977218628,0.9687412977218628,/home/ace/Downloads/Dataset/Day/196581_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/196581_Day_RAIN.png
SegFormer-B2,SegFormer-B5,19188,Night-RAIN,0.6382547355545688,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9836528897285461,0.9836528897285461,/home/ace/Downloads/Dataset/Day/19188_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/19188_Night_RAIN.png
SegFormer-B2,SegFormer-B5,196581,Day-RAIN,0.9080277184352321,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9687412977218628,0.9687412977218628,/home/ace/Downloads/Dataset/Day/196581_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/196581_Day_RAIN.png
SegFormer-B5,SegFormer-B5,19188,Night-RAIN,0.6704914141456454,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9836528897285461,0.9836528897285461,/home/ace/Downloads/Dataset/Day/19188_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Night/19188_Night_RAIN.png
SegFormer-B5,SegFormer-B5,196581,Day-RAIN,0.9429638581684486,reference_clean_vs_model_adverse,raw,raw,processor,0.6,0.9687412977218628,0.9687412977218628,/home/ace/Downloads/Dataset/Day/196581_Day_EXTRASUNNY.png,/home/ace/Downloads/Dataset/Day/196581_Day_RAIN.png
