model,reference_model,sec_condition,class_id,class_name,retention_masked,mass_clean_masked,mass_reference_masked,metric_type,conf_threshold
SegFormer-B2,SegFormer-B5,Day-FOGGY,2,building,0.9028868100917077,7355108.0,7355108.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,3,wall,0.22747010192116301,608902.0,608902.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,4,fence,0.48106617432253995,427885.0,427885.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,5,pole,0.7351546888859344,503947.0,503947.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,6,traffic light,0.7057351258581236,27968.0,27968.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,7,traffic sign,0.7016914728190156,63022.0,63022.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,8,vegetation,0.8431224644723927,5790708.0,5790708.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,9,terrain,0.4943025133624119,927602.0,927602.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,10,sky,0.9404952188165276,11211973.0,11211973.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,11,person,0.13847034140759107,20972.0,20972.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,12,rider,0.2728483879563016,3753.0,3753.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,13,car,0.835296087675789,1039101.0,1039101.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,14,truck,0.9235545433387639,120308.0,120308.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,16,train,0.2760416666666667,192.0,192.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,17,motorcycle,0.0,7.0,7.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-FOGGY,18,bicycle,0.0,2187.0,2187.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,0,road,0.9735502666714518,9139336.0,9139336.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,1,sidewalk,0.49846634391262784,1102594.0,1102594.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,2,building,0.853197098516222,4706971.0,4706971.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,3,wall,0.6958545311997634,581623.0,581623.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,4,fence,0.7035837756605297,675405.0,675405.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,5,pole,0.6630106235542415,394689.0,394689.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,6,traffic light,0.13352914595571622,4426.0,4426.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,7,traffic sign,0.7240446088877849,76487.0,76487.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,8,vegetation,0.881794561914928,3572103.0,3572103.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,9,terrain,0.6821539046434064,289335.0,289335.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,10,sky,0.9677909775560682,9025825.0,9025825.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,11,person,0.721233186390867,35388.0,35388.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,12,rider,0.882132667617689,11216.0,11216.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,13,car,0.9263043011522222,391244.0,391244.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,14,truck,0.1406422018348624,32700.0,32700.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,15,bus,0.0,1340.0,1340.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,16,train,0.6912480131014883,20761.0,20761.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,17,motorcycle,0.22745916921470655,13409.0,13409.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Day-RAIN,18,bicycle,0.0,1157.0,1157.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,0,road,0.9785451775688668,6887356.0,6887356.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,1,sidewalk,0.5404280375832904,392302.0,392302.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,2,building,0.8824067903908306,3601560.0,3601560.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,3,wall,0.5347778994942032,486559.0,486559.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,4,fence,0.55023218515134,214484.0,214484.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,5,pole,0.5781671994403662,225862.0,225862.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,6,traffic light,0.7335177501152604,15183.0,15183.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,7,traffic sign,0.4365246361564089,11406.0,11406.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,8,vegetation,0.7758174076549645,1729492.0,1729492.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,9,terrain,0.6372283399396059,154651.0,154651.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,10,sky,0.9656726393005692,6706254.0,6706254.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,11,person,0.5132390845895494,25606.0,25606.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,12,rider,0.7904612978889758,3837.0,3837.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,13,car,0.7549663543822829,658481.0,658481.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,14,truck,0.16194499668654738,72432.0,72432.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,16,train,0.0,12.0,12.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,17,motorcycle,0.11447658580879491,15418.0,15418.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-RAIN,18,bicycle,0.46386124263213835,20698.0,20698.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,0,road,0.9744453526182956,3956658.0,3956658.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,1,sidewalk,0.3442136887386192,610458.0,610458.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,2,building,0.9532152421358765,2071337.0,2071337.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,3,wall,0.2480223399684949,698300.0,698300.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,4,fence,0.734279472550961,190881.0,190881.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,5,pole,0.48212352753900034,62820.0,62820.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,6,traffic light,0.0,168.0,168.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,7,traffic sign,0.0,3995.0,3995.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,8,vegetation,0.7620137931435262,4129878.0,4129878.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,9,terrain,0.7495001970026413,479689.0,479689.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,10,sky,0.46118458450337196,3046908.0,3046908.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,11,person,0.023608277470125328,6862.0,6862.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,12,rider,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,13,car,0.7986789639214706,584087.0,584087.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,14,truck,0.7251873945292571,101924.0,101924.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,16,train,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,17,motorcycle,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-FOGGY,18,bicycle,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,0,road,0.9698434202973217,6288810.0,6288810.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,1,sidewalk,0.5323816506579573,705137.0,705137.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,2,building,0.7852884805972551,2411566.0,2411566.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,3,wall,0.7255803659256345,243984.0,243984.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,4,fence,0.41078442668454296,95471.0,95471.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,5,pole,0.6714809283209932,188814.0,188814.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,6,traffic light,0.5570489267066332,10342.0,10342.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,7,traffic sign,0.4476146712340212,23938.0,23938.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,8,vegetation,0.9165694547723533,3452081.0,3452081.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,9,terrain,0.09453712703210088,375535.0,375535.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,10,sky,0.9393563778555569,5289905.0,5289905.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,11,person,0.41892144056727,5359.0,5359.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,12,rider,0.9327165685449958,2378.0,2378.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,13,car,0.960220398092572,337208.0,337208.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,14,truck,0.0,45880.0,45880.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,16,train,0.07752560755171721,4979.0,4979.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,17,motorcycle,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Sunset-EXTRASUNNY,18,bicycle,0.773467804499612,1289.0,1289.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,0,road,0.9910747698525559,3847968.0,3847968.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,1,sidewalk,0.21469563847982215,273047.0,273047.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,2,building,0.8233066549099342,1624034.0,1624034.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,3,wall,0.45126901816349324,321469.0,321469.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,4,fence,0.7340231385444251,240551.0,240551.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,5,pole,0.3886618463795452,181317.0,181317.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,6,traffic light,0.4207210360518026,8571.0,8571.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,7,traffic sign,0.1024621697871249,23394.0,23394.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,8,vegetation,0.8503067072732069,1042525.0,1042525.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,9,terrain,0.4668153708477474,74869.0,74869.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,10,sky,0.04077347779880246,3857900.0,3857900.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,11,person,0.8058723610774085,32968.0,32968.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,12,rider,0.0,63.0,63.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,13,car,0.8698313259328188,839311.0,839311.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,14,truck,0.0,21322.0,21322.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,15,bus,0.0,1204.0,1204.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,16,train,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,17,motorcycle,0.0,7.0,7.0,reference_clean_vs_model_adverse,0.6
SegFormer-B2,SegFormer-B5,Night-RAIN,18,bicycle,0.6488232579603138,2167.0,2167.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,0,road,0.9834137869803657,4871335.0,4871335.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,1,sidewalk,0.4389088973098243,478965.0,478965.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,2,building,0.9027263306140887,1505320.0,1505320.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,3,wall,0.3814496858129038,327671.0,327671.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,4,fence,0.8421367140815035,256038.0,256038.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,5,pole,0.7023723432401446,113390.0,113390.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,6,traffic light,0.41605301914580267,2716.0,2716.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,7,traffic sign,0.5082442856131909,14131.0,14131.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,8,vegetation,0.8978925161853031,2850271.0,2850271.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,9,terrain,0.3872607767293454,454753.0,454753.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,10,sky,0.9281346113985021,4713479.0,4713479.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,11,person,0.9098784835358608,26087.0,26087.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,12,rider,0.8576370609912011,13297.0,13297.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,13,car,0.934615062410991,238740.0,238740.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,14,truck,0.7856317093311312,66605.0,66605.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,16,train,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,17,motorcycle,0.0,131.0,131.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-FOGGY,18,bicycle,0.8074250861840361,37710.0,37710.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,0,road,0.9572340708736475,7257366.0,7257366.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,1,sidewalk,0.6775092100065228,544245.0,544245.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,2,building,0.9439991369843689,3615230.0,3615230.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,3,wall,0.8740758406868591,620564.0,620564.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,4,fence,0.7850583114875311,238032.0,238032.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,5,pole,0.6459665367371779,259628.0,259628.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,6,traffic light,0.350662892894384,6713.0,6713.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,7,traffic sign,0.13462311962030407,24862.0,24862.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,8,vegetation,0.8760790784241484,2518816.0,2518816.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,9,terrain,0.47310996326271304,253421.0,253421.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,10,sky,0.4137953989564154,5768387.0,5768387.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,11,person,0.8901028790174655,12539.0,12539.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,12,rider,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,13,car,0.8469193716167419,150927.0,150927.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,14,truck,0.17669131442445646,9061.0,9061.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,16,train,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,17,motorcycle,0.0,243.0,243.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-EXTRASUNNY,18,bicycle,0.0,5.0,5.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,0,road,0.9881346398310906,12919119.0,12919119.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,1,sidewalk,0.7741641655194231,1491982.0,1491982.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,2,building,0.9318174525785345,7355108.0,7355108.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,3,wall,0.6723774926014366,608902.0,608902.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,4,fence,0.7652032672330182,427885.0,427885.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,5,pole,0.870357398694704,503947.0,503947.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,6,traffic light,0.7462099542334096,27968.0,27968.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,7,traffic sign,0.8720288153343277,63022.0,63022.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,8,vegetation,0.9092794870679026,5790708.0,5790708.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,9,terrain,0.877458220228072,927602.0,927602.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,10,sky,0.9806703958348811,11211973.0,11211973.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,11,person,0.8092695021934008,20972.0,20972.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,12,rider,0.7194244604316546,3753.0,3753.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,13,car,0.9676999637186375,1039101.0,1039101.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,14,truck,0.9419406855736941,120308.0,120308.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,16,train,0.0,192.0,192.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,17,motorcycle,0.7142857142857143,7.0,7.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-FOGGY,18,bicycle,0.5697302240512117,2187.0,2187.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,0,road,0.9696302882397584,9139336.0,9139336.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,1,sidewalk,0.621931554135067,1102594.0,1102594.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,2,building,0.9064198610953839,4706971.0,4706971.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,3,wall,0.8537059229088259,581623.0,581623.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,4,fence,0.8872380275538381,675405.0,675405.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,5,pole,0.7966829579745065,394689.0,394689.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,6,traffic light,0.25259828287392677,4426.0,4426.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,7,traffic sign,0.8800580490802359,76487.0,76487.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,8,vegetation,0.9387990771822649,3572103.0,3572103.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,9,terrain,0.452707069659737,289335.0,289335.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,10,sky,0.9875198112083937,9025825.0,9025825.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,11,person,0.8817395727365208,35388.0,35388.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,12,rider,0.8404065620542083,11216.0,11216.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,13,car,0.9190275122429993,391244.0,391244.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,14,truck,0.5271865443425077,32700.0,32700.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,15,bus,0.8619402985074627,1340.0,1340.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,16,train,0.43095226626848415,20761.0,20761.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,17,motorcycle,0.8987993138936535,13409.0,13409.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Day-RAIN,18,bicycle,0.9602420051858254,1157.0,1157.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,0,road,0.974416162022117,6887356.0,6887356.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,1,sidewalk,0.8198122874724064,392302.0,392302.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,2,building,0.9179052965936982,3601560.0,3601560.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,3,wall,0.7429931416333888,486559.0,486559.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,4,fence,0.6768150538035471,214484.0,214484.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,5,pole,0.5921846083006438,225862.0,225862.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,6,traffic light,0.6619903839820852,15183.0,15183.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,7,traffic sign,0.6251095914431001,11406.0,11406.0,reference_clean_vs_model_adverse,0.6
