model,reference_model,sec_condition,class_id,class_name,retention_masked,mass_clean_masked,mass_reference_masked,metric_type,conf_threshold
SegFormer-B5,SegFormer-B5,Sunset-RAIN,8,vegetation,0.8837491008920538,1729492.0,1729492.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,9,terrain,0.6643797970915157,154651.0,154651.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,10,sky,0.9898985335181161,6706254.0,6706254.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,11,person,0.932320549871124,25606.0,25606.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,12,rider,0.7438102684388845,3837.0,3837.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,13,car,0.9438115906153708,658481.0,658481.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,14,truck,0.17399768058316767,72432.0,72432.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,16,train,0.0,12.0,12.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,17,motorcycle,0.5654429887144895,15418.0,15418.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-RAIN,18,bicycle,0.7098270364286404,20698.0,20698.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,0,road,0.9486776466401695,3956658.0,3956658.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,1,sidewalk,0.6501053307516651,610458.0,610458.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,2,building,0.9766522782145058,2071337.0,2071337.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,3,wall,0.24643992553343835,698300.0,698300.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,4,fence,0.9226795752327366,190881.0,190881.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,5,pole,0.43939828080229226,62820.0,62820.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,6,traffic light,0.02976190476190476,168.0,168.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,7,traffic sign,0.00025031289111389235,3995.0,3995.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,8,vegetation,0.8049419377521564,4129878.0,4129878.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,9,terrain,0.736143626391266,479689.0,479689.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,10,sky,0.5897893864862346,3046908.0,3046908.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,11,person,0.013552900029146022,6862.0,6862.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,12,rider,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,13,car,0.9306301972137713,584087.0,584087.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,14,truck,0.9568796358070719,101924.0,101924.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,16,train,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,17,motorcycle,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-FOGGY,18,bicycle,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,0,road,0.9754953639877815,6288810.0,6288810.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,1,sidewalk,0.874464111229449,705137.0,705137.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,2,building,0.9007644824980946,2411566.0,2411566.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,3,wall,0.6048265460030166,243984.0,243984.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,4,fence,0.5854971666788867,95471.0,95471.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,5,pole,0.8488300655671719,188814.0,188814.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,6,traffic light,0.7363179269000193,10342.0,10342.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,7,traffic sign,0.7291753697050715,23938.0,23938.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,8,vegetation,0.962977404064389,3452081.0,3452081.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,9,terrain,0.31349674464430743,375535.0,375535.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,10,sky,0.9852061615473245,5289905.0,5289905.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,11,person,0.7734651987311065,5359.0,5359.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,12,rider,0.9352396972245585,2378.0,2378.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,13,car,0.9776784655168324,337208.0,337208.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,14,truck,0.9960549258936355,45880.0,45880.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,16,train,0.2659168507732476,4979.0,4979.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,17,motorcycle,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Sunset-EXTRASUNNY,18,bicycle,0.7889837083010085,1289.0,1289.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,0,road,0.9854099618292044,3847968.0,3847968.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,1,sidewalk,0.5112196801283295,273047.0,273047.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,2,building,0.9283364757141784,1624034.0,1624034.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,3,wall,0.8445697718909133,321469.0,321469.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,4,fence,0.8776517245823131,240551.0,240551.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,5,pole,0.5133550632317985,181317.0,181317.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,6,traffic light,0.23731186559327966,8571.0,8571.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,7,traffic sign,0.1389672565615115,23394.0,23394.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,8,vegetation,0.8433073547396945,1042525.0,1042525.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,9,terrain,0.8933737594999266,74869.0,74869.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,10,sky,0.01722491510925633,3857900.0,3857900.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,11,person,0.8471548167920407,32968.0,32968.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,12,rider,0.0,63.0,63.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,13,car,0.9281756107092604,839311.0,839311.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,14,truck,0.12949066691679956,21322.0,21322.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,15,bus,0.014950166112956811,1204.0,1204.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,16,train,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,17,motorcycle,1.0,7.0,7.0,reference_clean_vs_model_adverse,0.6
SegFormer-B5,SegFormer-B5,Night-RAIN,18,bicycle,0.0,2167.0,2167.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,0,road,0.9592257563891623,4871335.0,4871335.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,1,sidewalk,0.6480661426200244,478965.0,478965.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,2,building,0.8295139903807828,1505320.0,1505320.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,3,wall,0.2703840132327853,327671.0,327671.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,4,fence,0.615935915762504,256038.0,256038.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,5,pole,0.6557103801040656,113390.0,113390.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,6,traffic light,0.6962444771723122,2716.0,2716.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,7,traffic sign,0.3267992357228788,14131.0,14131.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,8,vegetation,0.8624418520203868,2850271.0,2850271.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,9,terrain,0.5624020072434927,454753.0,454753.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,10,sky,0.969035398269516,4713479.0,4713479.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,11,person,0.8892935178441369,26087.0,26087.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,12,rider,0.6654884560427164,13297.0,13297.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,13,car,0.8847281561531373,238740.0,238740.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,14,truck,0.9335034907289242,66605.0,66605.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,16,train,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,17,motorcycle,0.0,131.0,131.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-FOGGY,18,bicycle,0.3223017767170512,37710.0,37710.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,0,road,0.9388389671955363,7257366.0,7257366.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,1,sidewalk,0.6583156482834017,544245.0,544245.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,2,building,0.8577365755429115,3615230.0,3615230.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,3,wall,0.5831227721878807,620564.0,620564.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,4,fence,0.6296296296296297,238032.0,238032.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,5,pole,0.5039132913245105,259628.0,259628.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,6,traffic light,0.34023536421868017,6713.0,6713.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,7,traffic sign,0.0612983669857614,24862.0,24862.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,8,vegetation,0.6815587164763127,2518816.0,2518816.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,9,terrain,0.5181259643044578,253421.0,253421.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,10,sky,0.7006837439998391,5768387.0,5768387.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,11,person,0.7658505462955578,12539.0,12539.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,12,rider,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,13,car,0.5285866677267819,150927.0,150927.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,14,truck,0.027701136739874187,9061.0,9061.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,16,train,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,17,motorcycle,0.0,243.0,243.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-EXTRASUNNY,18,bicycle,0.0,5.0,5.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,0,road,0.9714565675879292,12919119.0,12919119.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,1,sidewalk,0.47385960420434026,1491982.0,1491982.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,2,building,0.8108695344786235,7355108.0,7355108.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,3,wall,0.3147304492348522,608902.0,608902.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,4,fence,0.3195648363462145,427885.0,427885.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,5,pole,0.6655719748306865,503947.0,503947.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,6,traffic light,0.618599828375286,27968.0,27968.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,7,traffic sign,0.6913300117419314,63022.0,63022.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,8,vegetation,0.8198612328578819,5790708.0,5790708.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,9,terrain,0.8204132806958156,927602.0,927602.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,10,sky,0.9755530092696442,11211973.0,11211973.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,11,person,0.18944306694640473,20972.0,20972.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,12,rider,0.0,3753.0,3753.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,13,car,0.942341504820032,1039101.0,1039101.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,14,truck,0.7869800844499119,120308.0,120308.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,16,train,0.0,192.0,192.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,17,motorcycle,0.0,7.0,7.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-FOGGY,18,bicycle,0.0,2187.0,2187.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,0,road,0.954888626482274,9139336.0,9139336.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,1,sidewalk,0.40037130621062694,1102594.0,1102594.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,2,building,0.8330956362382518,4706971.0,4706971.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,3,wall,0.23997675470192892,581623.0,581623.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,4,fence,0.6652438166729592,675405.0,675405.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,5,pole,0.6170630547088974,394689.0,394689.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,6,traffic light,0.1852688657930411,4426.0,4426.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,7,traffic sign,0.2873037248159818,76487.0,76487.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,8,vegetation,0.8810199481929832,3572103.0,3572103.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,9,terrain,0.7624103547790624,289335.0,289335.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,10,sky,0.9771904507344203,9025825.0,9025825.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,11,person,0.8318639086696055,35388.0,35388.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,12,rider,0.8105385164051355,11216.0,11216.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,13,car,0.8758575211377043,391244.0,391244.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,14,truck,0.7500917431192661,32700.0,32700.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,15,bus,0.0,1340.0,1340.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,16,train,0.34940513462742645,20761.0,20761.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,17,motorcycle,0.582742933850399,13409.0,13409.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Day-RAIN,18,bicycle,0.0,1157.0,1157.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,0,road,0.9528113546040019,6887356.0,6887356.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,1,sidewalk,0.5475220620848225,392302.0,392302.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,2,building,0.8789119159475338,3601560.0,3601560.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,3,wall,0.5243536755049234,486559.0,486559.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,4,fence,0.5220575893772962,214484.0,214484.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,5,pole,0.6141360653850582,225862.0,225862.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,6,traffic light,0.748995587169861,15183.0,15183.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,7,traffic sign,0.666052954585306,11406.0,11406.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,8,vegetation,0.7853097903893166,1729492.0,1729492.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,9,terrain,0.6959153190086065,154651.0,154651.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,10,sky,0.9727162138505342,6706254.0,6706254.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,11,person,0.4869561821448098,25606.0,25606.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,12,rider,0.6609330205890018,3837.0,3837.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,13,car,0.5661575656700801,658481.0,658481.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,14,truck,0.44396123260437376,72432.0,72432.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,16,train,0.0,12.0,12.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,17,motorcycle,0.4780127124140615,15418.0,15418.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-RAIN,18,bicycle,0.3811962508454923,20698.0,20698.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,0,road,0.9241984017825144,3956658.0,3956658.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,1,sidewalk,0.5317695893902611,610458.0,610458.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,2,building,0.9091818472802832,2071337.0,2071337.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,3,wall,0.7813876557353573,698300.0,698300.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,4,fence,0.7473975932649137,190881.0,190881.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,5,pole,0.4449219993632601,62820.0,62820.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,6,traffic light,0.0,168.0,168.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,7,traffic sign,0.0005006257822277847,3995.0,3995.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,8,vegetation,0.7018924045698203,4129878.0,4129878.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,9,terrain,0.8048256266039038,479689.0,479689.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,10,sky,0.445048554140788,3046908.0,3046908.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,11,person,0.05668901194986884,6862.0,6862.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,12,rider,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,13,car,0.8842929221160546,584087.0,584087.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,14,truck,0.9569777481260547,101924.0,101924.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,15,bus,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,16,train,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,17,motorcycle,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Night-FOGGY,18,bicycle,0.0,0.0,0.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-EXTRASUNNY,0,road,0.9695255541191418,6288810.0,6288810.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-EXTRASUNNY,1,sidewalk,0.4195184765513652,705137.0,705137.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-EXTRASUNNY,2,building,0.8335790934189651,2411566.0,2411566.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-EXTRASUNNY,3,wall,0.4183020198045774,243984.0,243984.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-EXTRASUNNY,4,fence,0.46584826806045815,95471.0,95471.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-EXTRASUNNY,5,pole,0.6360863071594267,188814.0,188814.0,reference_clean_vs_model_adverse,0.6
Mask2Former-Swin-S,SegFormer-B5,Sunset-EXTRASUNNY,6,traffic light,0.6784954554244826,10342.0,10342.0,reference_clean_vs_model_adverse,0.6
